variable,p_val,avg_log2FC,p_val_adj
Igkv8-21_B5,0.001,0.4554276230247703,0.001
Igkv8-24_B5,0.001,1.0,0.001
Igkv8-27_B5,0.001,1.0,0.001
Igkv8-28_B5,0.001,-0.7093213861484514,0.001
Igkv8-30_B5,0.001,0.608228268228373,0.001
Igkv9-120_B5,0.001,1.1270546041999938,0.001
Igkv9-124_B5,0.001,1.0,0.001
Iglc1_B5,0.001,0.6523885264841156,0.001
Iglc3_B5,0.001,-0.1861915407491101,0.001
Iglc4_B5,0.001,1.0,0.001
Iglv1_B5,0.001,-1.0078184850926015,0.001
Iglv2_B5,0.001,1.0,0.001
Iglv3_B5,0.001,0.7524076603667594,0.001
Egfl7_O10,0.0010637453361911,-0.5884766774779867,0.0429252529780643
Hspa5_O10,0.0824958323410335,0.2321731148789728,0.3723167170128222
Pdia3_O10,0.0005851107704714,-0.4061760887209797,0.0308758452725677
B2m_O10,0.0001905215527506,-0.1245540259520898,0.0168957663750995
Cst3_O10,0.004096213384139,0.4699204567513659,0.0909611497346776
Psma7_O10,0.0120318597994687,-0.3856550238087223,0.1546590458045563
Rps3a1_O10,0.0314201794077955,0.173732728495789,0.231766054556427
Lmna_O10,0.0073033261887751,0.4979239819622716,0.1192876610833266
H2afz_O10,0.0073033261887751,0.4061132909713774,0.1192876610833266
Gbp7_O10,0.0004256089954081,-1.1177569709031312,0.0265425246227233
Gbp2_O10,0.0006710344515115,-1.4388561457898532,0.0328806881240635
Dnaja1_O10,0.0010637453361911,0.5775413875179773,0.0429252529780643
Tmed2_O10,0.0027631497736189,-1.935000523279874,0.0787537936382883
Ubc_O10,0.004096213384139,0.3762301817184815,0.0909611497346776
Ran_O10,0.0092079327359871,-1.6705581821836142,0.134962138748311
Capns1_O10,0.0040114305565442,-3.0945087057572493,0.0909611497346776
Atp5l_O10,0.0054933714376438,-0.3253164083947408,0.0991698106900959
Gnai2_O10,0.0054933714376438,-0.2334414138124214,0.0991698106900959
Gja1_O10,0.0095578312296578,0.7841405900182213,0.134962138748311
Bcr_O10,0.0695591562882231,0.5522334514649958,0.3483035125089127
Hsp90b1_O10,0.0095578312296578,-0.3082834472064154,0.134962138748311
Elk3_O10,0.00900981002583,-2.521578376826408,0.134962138748311
Sqstm1_O10,0.1318811298530948,0.4581204551140371,0.4450322421089268
Eif1_O10,0.0021592442645074,0.2047728228444122,0.0692447093963078
Ddx5_O10,0.0029848376597602,0.2404410957833573,0.0787537936382883
Srsf2_O10,0.0075446480277566,1.6998808804613423,0.1203634545823494
Laptm4a_O10,0.0252441057394617,-0.1905016874016458,0.216468206715884
Ifrd1_O10,0.015860919266492,1.1878354690076631,0.1727077875684684
Nfkbia_O10,0.0201317774073192,0.3131665023565121,0.1894768761341725
Hsp90aa1_O10,0.0054933714376438,0.4374476332174902,0.0991698106900959
Eif5_O10,0.0029316408379423,0.5841306740424007,0.0787537936382883
Igha_O10,0.0021592442645074,0.4352893921301922,0.0692447093963078
Gdi2_O10,0.0357388678900491,-2.025063667860527,0.2451686337257368
Klf6_O10,0.0824958323410335,-0.20339180484067,0.3723167170128222
Psma2_O10,0.0041104892737245,-2.473971538411872,0.0909611497346776
Ctsl_O10,0.0096401527677365,0.8952147048873549,0.134962138748311
Psme1_O10,0.0021592442645074,-0.6507055530475381,0.0692447093963078
Ly6a_O10,0.0004763038818766,-0.4481930055058972,0.0272287052472789
Slc38a2_O10,0.0314201794077955,0.4705306376117873,0.231766054556427
Tmbim6_O10,0.0048460129906725,-0.4948224781648686,0.0991698106900959
