gene_cell,source,log2fc_median_LP
Man1a_O4,DEG,0.2302377777658117
Man2a1_M5,DEG,-1.733875902979678
Man2a1_O7,DEG,-2.800891706438124
Man2b1_M0,DEG,-2.338079385242508
Man2b1_M1,DEG,-0.5600759495705747
Man2b1_M3,DEG,-0.2865319773620923
Manf_B3,DEG,0.1578951991537203
Manf_M1,DEG,0.2276157928176416
Map1lc3b_B3,DEG,0.1195193591158881
Map1lc3b_M2,DEG,0.1544185554819526
Map1lc3b_T1,DEG,0.2114410301498392
Map1lc3b_T3,DEG,0.0970624565166357
Map1lc3b_T5,DEG,0.1050521670668676
Map2k3_M4,DEG,0.436542333562777
Map3k14_M3,DEG;Signature,0.5720989887810317
Map3k14_M4,DEG,1.2785150810666983
Map3k1_M3,DEG,0.1330478802777152
Map3k1_M5,DEG,0.462258247772656
Map4k4_M0,DEG,-0.7296593622668828
Map4k4_M3,DEG,0.3368266126185447
Map4k4_M4,DEG,0.5260242053748511
Mapk1_M3,DEG,0.2843411060950447
Mapkapk2_M0,DEG,-0.4062531792744858
Mapkapk2_M1,DEG,-0.2545185317642593
Mapkapk2_M3,DEG,-0.3198935847098835
Mapkapk2_M5,DEG,-0.5797189424687468
Mapre1_M5,DEG,0.0459516547900232
Mapre1_O7,DEG,0.3186607006048457
March5_M4,DEG,-0.6927300697038214
March5_M5,DEG,-1.1659680340945326
March7_M1,DEG,-0.3231749155612867
Marcks_M2,DEG,0.2062204315419906
Marcks_M3,DEG,0.823368066550117
Marcks_M5,DEG,0.2881243909126609
Marcks_O7,DEG,-0.4424436948729914
Marcksl1_M0,DEG,-0.8752948701179281
Marcksl1_M1,DEG,-0.5587465962880953
Marcksl1_M5,DEG,-1.319104580305967
Mast4_B3,DEG,0.3618642453745072
Mat2a_M3,DEG,1.1808304423183262
Mat2a_M5,DEG,0.3252164397090135
Mat2a_O10,DEG,0.2680673577947828
Mat2a_O7,DEG,0.2439513226029192
Matr3_M3,DEG,-0.985688904161526
Mbd2_B4,Signature,0.2808295074461279
Mbd2_M4,DEG,-0.3320385694617486
Mbd2_T1,DEG,0.3345308676324489
Mbd2_T2,DEG,0.5354778267917187
Mbd2_T4,DEG,0.2379520057999627
Mbd2_T5,DEG,0.1494944051779766
Mbnl1_B3,DEG,-0.1756035445299557
Mbnl1_M0,DEG,-0.5374295502941122
Mbnl1_M3,DEG,-0.3207691704634359
Mbnl1_M4,DEG,-0.3121284299248817
Mbnl1_T0,DEG,-0.2078443657778471
Mbnl1_T2,DEG,-0.1370222192342534
Mbnl1_T3,DEG,-0.0956102665306205
Mbnl2_M5,DEG,0.5100918274499407
Mbnl2_O7,DEG,-0.3023715377438002
Mcemp1_M2,DEG,-0.4306266727035708
Mcl1_M1,DEG,0.0754188349445352
Mcl1_M3,DEG,0.1027022825446882
Mcl1_M4,DEG,0.1990997398769314
Mcl1_T1,DEG,-0.3562498333777886
Mcl1_T2,DEG,-0.1708186689161828
Mcl1_T3,DEG,-0.1817327265694005
Mcm3_T5,DEG,-0.2405668680742504
Mcm5_T5,DEG,-0.7118023501320814
Mcm7_T5,DEG,-0.4477036521054132
Mctp1_M4,Signature,-0.0907630399539303
Mctp2_M7,Signature,-0.4469962216185023
Mcts1_M4,DEG,-0.320153116339136
Mdh1_M3,DEG,-0.3056852169018262
Mdh2_T5,DEG,-0.2438009103036885
Mdm2_M5,DEG,-1.0040503911035992
Mef2a_M1,DEG,-1.5239815436518969
Mef2c_B1,DEG,-0.3281419175692996
Meis2_O7,DEG,-0.7301300399683954
Metap2_T5,DEG,-0.3029100997903673
Metrnl_M1,DEG,-1.5902021859269455
Metrnl_O7,Signature,0.5378002681729719
Mfap5_O7,DEG,0.2027270330203816
Mfge8_O4,DEG,0.2908507711725003
Mgat2_B3,DEG,0.2882666966426048
Mgat2_M4,DEG,0.208773121126346
Mgl2_M1,Signature,
Mgst1_M0,Signature,
Mgst1_O4,DEG,-0.2286290188669379
Mgst1_O7,DEG,-0.481413677891304
Mia2_M4,DEG,-0.5514493241360239
Micos10_B3,DEG,0.1410802163724268
Micos10_O7,DEG,-0.597142695785792
Mier1_M3,DEG,0.251555838792144
Mier1_M5,DEG,0.3861014242680244
Mier1_T1,DEG,0.4289785667475497
Mier1_T2,DEG,0.493798875828097
Mier1_T4,DEG,0.0895879862898019
Mier1_T5,DEG,0.4330402591356446
Mif_M0,DEG,-0.3518158167463586
Mif_M5,DEG,-0.4716698906201143
Mif_O4,DEG,-0.1710380167448147
Mif_T0,DEG,-0.2851289518238896
Mif_T2,DEG,-0.3427612414408255
Mif_T3,DEG,-0.2897160238813031
Mif_T5,DEG,-0.1424014632746661
Mkrn1_M0,DEG,-0.854298378134458
Mlec_T5,DEG,-2.355262447310136
Mmp14_M1,DEG,-0.7367187902304249
Mmp14_O4,DEG,-0.2861811041316978
Mmp14_O7,DEG,-0.4167712671216856
Mmp2_O7,DEG,-0.5119656812332355
Mmp9_M2,Signature,-0.1792163659247591
Mndal_M5,DEG,-1.2596872924492832
Mndal_T5,DEG,-2.056667408149205
Mob1a_M3,DEG,0.0592771074145429
Mob1a_T5,DEG,0.1483328797269415
Morf4l1_B3,DEG,0.1840551438716097
Morf4l1_M0,DEG,-0.1343973453850925
Morf4l1_M3,DEG,-0.1528323728417788
Morf4l1_O4,DEG,-0.1379486258711598
Morf4l1_O7,DEG,-0.1180243029155417
Morf4l1_T2,DEG,-0.0825151824144117
Mpc1_B3,DEG,0.1834250589089514
Mpc1_M3,DEG,0.5500688300580672
Mpc1_M4,DEG,0.3461536061368933
Mpc1_O4,DEG,-0.3949754485551364
Mpc1_T5,DEG,0.2737283530510849
Mpc2_T5,DEG,0.3362164558589584
Mpeg1_M0,DEG,-0.2900455860443743
Mpeg1_M1,DEG,-0.087791669485423
Mpeg1_M4,DEG,-0.1560347610824151
Mpeg1_M5,DEG,-1.0107740231670754
Mpp6_M3,DEG,-1.426769373814472
Mpp7_M5,DEG,-0.4024594048329775
Mrfap1_T5,DEG,0.1146854826657256
Mrpl18_M4,DEG,-0.5713883317823816
Mrpl18_T5,DEG,-0.2809496218391532
Mrpl20_B3,DEG,0.1568859363540887
Mrpl20_M4,DEG,0.4281596983773179
Mrpl23_M3,DEG,-1.5162044044131746
Mrpl30_M3,DEG,-0.1688584152343142
Mrpl33_M0,DEG,-0.2785930344504401
Mrpl33_M1,DEG,-0.3153832329909878
Mrpl33_M2,DEG,0.2239020806029246
Mrpl33_M3,DEG,-0.1649593389276612
Mrpl33_T3,DEG,-2.510843078432372
Mrpl42_M4,DEG,-0.4439803884184737
Mrpl52_M3,DEG,-0.3373274212235186
Mrpl52_M4,DEG,-0.1620318370488135
Mrpl52_O7,DEG,-0.3269966469424659
Mrpl54_B3,DEG,0.0475072630354186
Mrpl57_B3,DEG,-0.2403397895052263
Mrpl57_T5,DEG,-0.4135125524131632
Mrps14_B3,DEG,0.1740226588884086
Mrps15_M4,DEG,-0.3765635706466497
Mrps16_T5,DEG,-0.3680093550778123
Mrps18c_M3,DEG,-2.6977900133503203
Mrps18c_M4,DEG,-0.3762982964411072
Mrps21_M5,DEG,-1.6267128781025504
Mrps21_T5,DEG,-0.3266425491506346
Mrps24_B3,DEG,0.0176057205598717
Mrps24_M3,DEG,-0.5466423827480307
Mrps24_M4,DEG,-0.3418136142003762
Mrps33_M3,DEG,-0.4023800299591067
Ms4a1_B1,DEG,-0.3931673662224747
Ms4a4b_B6_0,Signature,
Ms4a4b_M5,Signature,
Ms4a4b_T0,DEG;Signature,-0.3296600260796844
Ms4a4b_T1,DEG,-0.5535194680581561
Ms4a4b_T3,DEG;Signature,-0.2617854160928914
Ms4a4b_T5,DEG,-1.0091648501784831
Ms4a4c_M0,Signature,
Ms4a4d_O4,DEG,-0.2530090178358549
Ms4a4d_O7,DEG,-0.2978672122153853
Ms4a6b_M1,DEG,-0.6079072589050756
Ms4a6b_M5,DEG,-3.007561277447775
Ms4a6b_T0,DEG;Signature,-0.5393800489828484
Ms4a6b_T5,DEG,-0.7373203864018465
Ms4a6b_T6,Signature,-0.1778349793171348
Ms4a6c_M0,DEG,-0.2282756482612947
Ms4a6c_M1,DEG,-0.2820937214102184
Ms4a6c_M3,DEG,-0.6870617240015795
Ms4a6c_M5,DEG,-1.7658594750214438
Ms4a6d_M0,DEG;Signature,-0.5071653451637057
Ms4a6d_M1,DEG,-0.3655285262303229
Ms4a7_M1,DEG;Signature,-0.7210088990169181
Msi2_B3,DEG,-0.2245084266476283
Msn_M0,DEG,-0.4471148765842517
Msn_M3,DEG,-0.158829299874166
Msn_M5,DEG,-0.2470938352785468
Msn_T3,DEG,-0.2177381226200836
Msn_T4,DEG,-0.1477009190007304
Msrb1_M0,DEG,-0.7941138624948074
Msrb1_M2,DEG;Signature,-0.1306315078739745
Msrb1_M5,DEG,-2.32262143529917
Mt1_B3,DEG,0.8212640820583801
Mt1_M0,DEG,-0.506815565335931
Mt1_M3,DEG,0.5592758697462055
Mt1_M5,DEG,0.1868989880706699
Mt1_O7,DEG,0.1858366239539752
Mt2_O7,DEG;Signature,0.608458823752764
Mtch1_O7,DEG,-0.3412235821267487
Mtch2_M4,DEG,-0.3221300703378261
Mtdh_B1,DEG,-0.8524277411837
Mtdh_B3,DEG,0.1872319379346281
Mtdh_M1,DEG,-0.2265303324809343
Mtdh_M3,DEG,-0.4424795640934287
Mtdh_M4,DEG,-0.3629526930096081
Mtdh_O4,DEG,-0.1532532936601088
Mtf2_B4,Signature,1.2609907173995891
Mthfd2_M4,DEG,-1.6447721615598137
Mtpn_M0,DEG,-0.3124882440842075
Mtpn_M3,DEG,-0.1415137749223045
Muc3_O15,Signature,-0.6429969639919879
Mxd1_M0,DEG,-0.629782433814307
Mxd1_M2,Signature,0.000371661066011
Mxd1_M3,DEG,-0.6700040983562537
Mxd1_M5,DEG,-0.7015436603807952
Mxi1_M1,DEG,0.5311063753435916
Mxra8_O7,DEG,-1.561402283907984
Myadm_O4,DEG,0.28289022998923
Mycbp2_B1,Signature,0.1165828095788842
Mycbp2_M0,DEG,-1.1187249312125758
Mycbp2_M3,DEG,-0.514279866773811
Myct1_O10,Signature,
Mydgf_B3,DEG,0.2845471798767195
Myh9_M0,DEG,-0.9049496231364068
Myh9_M1,DEG,-0.2393164653041001
Myh9_O10,DEG,-0.3247937467009716
Myh9_T1,DEG,-0.2367878730879175
Myh9_T2,DEG,-0.3996204480338795
Myh9_T3,DEG,-0.3811721273265527
Myh9_T7,DEG,-0.7216526039639022
Myl12a_B3,DEG,0.077924647496878
Myl12a_M3,DEG,0.1469891965307431
Myl12a_O7,DEG,-0.216944499694526
Myl12a_T1,DEG,0.0568501058350537
Myl12a_T2,DEG,0.0824313412603289
Myl12a_T4,DEG,-0.2193433763862667
Myl12b_B1,DEG,-0.2095013334479386
Myl12b_M0,DEG,-0.1545657260581607
Myl12b_O7,DEG,-0.255032582349974
Myl12b_T2,DEG,0.1513727409989926
Myl12b_T5,DEG,0.2341927428514357
Myl6_B1,DEG,0.0368704960373644
Myl6_B2,DEG,0.0493348759297002
Myl6_B3,DEG,0.2462081617781318
Myl6_M0,DEG,0.0656622289196521
Myl6_M1,DEG,0.0045931469733821
Myl6_M2,DEG,0.0900192483362956
Myl6_M3,DEG,0.1045383339468536
Myl6_T1,DEG,0.0585735574043807
Myl6_T4,DEG,-0.087641466306732
Myl9_O13,Signature,0.2800599415751623
Mylk_O13,Signature,-0.3386390797866724
Myo1g_M3,DEG,0.5127014661211543
Myof_M0,Signature,
Mzb1_B2,DEG,-0.1809928265215448
Mzb1_B3,DEG,-0.0348500395604361
Naaa_M4,DEG;Signature,-0.2553871619674558
Nabp1_M3,DEG,0.9696015623595938
Nabp1_M6,Signature,0.0860233431014963
Naca_B3,DEG,0.0794446054594907
Naca_M0,DEG,-0.0947746462609021
Naca_M3,DEG,-0.1227284960629141
Naca_T2,DEG,-0.1332423987958393
Naca_T3,DEG,-0.1285648189012966
Naca_T4,DEG,-0.0787596858817375
Naca_T5,DEG,-0.0819531061704933
Naga_M4,DEG,-0.4415464353049247
Nampt_M0,DEG,-0.5085952660290043
Nampt_M3,DEG,-0.9994920700505714
Nampt_M4,DEG,-0.964731906850419
Nampt_M5,DEG,-0.7761706097851301
Nans_O15,DEG,0.0912703893921298
Nap1l1_B1,DEG,-0.3033281678950954
Nap1l1_B2,DEG,-0.1895909702815401
Nap1l1_M0,DEG,-0.538402442472094
Nap1l1_M3,DEG,-0.3091188380022221
Nap1l1_T0,DEG,-0.7274730121283641
Nap1l1_T3,DEG,-1.2993887442532943
Napsa_B2,DEG,-0.1276310798620257
Napsa_M3,DEG;Signature,-0.1414967321555678
Napsa_M4,DEG,-0.2875370360703404
Nars_B3,DEG,0.3477034258216943
Nasp_T5,DEG,-0.4085557261231836
Nbl1_O13,Signature,0.2620850916989163
Nbl1_O7,DEG,-0.5675331803600895
Ncam1_O4,DEG;Signature,0.2279773394286152
Ncapg2_B8,Signature,0.36176383439689
Ncf1_B5,Signature,
Ncf1_M3,DEG,-0.6267844516196065
Ncf1_M5,DEG,-2.55975139559596
Ncf2_M1,DEG,0.0996477341655436
Ncf2_M6,Signature,0.1937753126952507
Ncf4_M0,DEG,-0.271601509095617
Ncf4_M2,DEG,-0.2089544669131404
Ncf4_M5,DEG,-0.4831968145397686
Ncl_B3,DEG,0.1626604708624341
Ncl_B5,Signature,0.1650300988813202
Ncl_M0,DEG,-0.1722957914124658
Ncl_M3,DEG,-0.1228594825653362
Ncl_O10,DEG,0.1988306903394264
Ncl_O7,DEG,0.2611093172112694
Ncl_T3,DEG,0.0336586906791687
Ncl_T4,DEG,0.0180775669286332
Ncoa7_M4,DEG;Signature,-0.4356229169514616
Ncoa7_T7,Signature,-0.7084440304498636
Ncor1_M3,DEG,-0.329880925461517
Ncor1_O4,DEG,-0.2763256788603817
Ncor1_T0,DEG,-0.4039688386788421
Ncor1_T1,DEG,0.0739059380399676
Ncor1_T2,DEG,0.1643547805668296
Ndel1_M0,DEG,-1.1419538674116405
Ndfip1_B3,DEG,0.1423666895400377
Ndfip1_M3,DEG,0.1057098047940589
Ndfip1_M5,DEG,0.3314771481399802
Ndfip1_O7,DEG,-0.1818047026871368
Ndfip1_T1,DEG,0.2726255890135581
Ndfip1_T2,DEG,0.1420179655156356
Ndfip1_T3,DEG,0.2154667317320827
Ndfip1_T4,DEG,0.0810982486022337
Ndfip1_T5,DEG,0.2705372298916192
Ndrg1_O7,DEG,0.4722812096626517
Ndufa10_M4,DEG,-0.2835920950317562
Ndufa10_T5,DEG,-0.803600682768199
Ndufa11_B3,DEG,0.1643959870197607
Ndufa11_M0,DEG,-1.4687891725389095
Ndufa12_M4,DEG,-0.5047602132944762
Ndufa12_T5,DEG,-0.3262196646077083
Ndufa13_B3,DEG,0.1116003342704127
Ndufa13_M0,DEG,-0.1587887126816899
Ndufa13_M1,DEG,-0.2122501401339673
Ndufa13_M3,DEG,-0.142893754709337
Ndufa13_O7,DEG,-0.3757209317826035
Ndufa13_T1,DEG,0.1981736936317458
Ndufa1_M0,DEG,-0.3010388630861295
Ndufa1_M1,DEG,-0.2178663117500553
Ndufa1_T0,DEG,-1.9176600046785457
Ndufa1_T1,DEG,0.563004405547058
Ndufa1_T4,DEG;Signature,-0.3744176241278696
Ndufa2_O7,DEG,-0.3016174146982761
Ndufa3_M5,DEG,-1.0452613679300309
Ndufa4_B3,DEG,0.2283833064805
Ndufa4_M0,DEG,-0.2771028103587982
Ndufa4_M1,DEG,-0.201839755031263
Ndufa4_O10,DEG,0.513789717294428
Ndufa4_T3,DEG,0.0473054919232867
Ndufa4_T4,DEG,0.0845267186519452
Ndufa5_B3,DEG,0.2728360557189474
Ndufa6_B3,DEG,0.0467599112097397
Ndufa6_M0,DEG,-0.3805148364174548
Ndufa6_M3,DEG,-0.2647791027548964
Ndufa6_T2,DEG,-0.211036122491494
Ndufa7_B1,DEG,-0.4017527841585934
Ndufa7_B3,DEG,0.2418878914384273
Ndufa7_M0,DEG,-0.2485707896028789
Ndufa7_O7,DEG,-1.5008251501924257
Ndufa7_T4,DEG,-0.2772285488253813
Ndufa8_M3,DEG,-0.5004097848822141
Ndufa8_T5,DEG,-0.2780248721469643
Ndufb1-ps_M0,DEG,-0.2088008424410025
Ndufb1-ps_O7,DEG,-0.4133287955569562
Ndufb1-ps_T3,DEG,-0.3277958291041423
Ndufb1-ps_T4,DEG,-0.3650947741620859
Ndufb1-ps_T7,DEG,-2.257670793800174
Ndufb10_B3,DEG,0.1060151635915906
Ndufb11_M1,DEG,-0.3613373906554508
Ndufb2_M4,DEG,-0.2947394503877724
Ndufb3_M0,DEG,-0.9669519763166086
Ndufb3_M1,DEG,-1.6203204960528257
Ndufb3_M3,DEG,-0.2495999731900372
Ndufb3_M5,DEG,-0.595599795308698
Ndufb4_B3,DEG,0.2376739435128816
Ndufb4_M0,DEG,-2.540095446273224
Ndufb5_M0,DEG,-1.566895280787605
Ndufb5_M4,DEG,-0.1898209854654117
Ndufb5_M5,DEG,-0.3754587344123667
Ndufb6_T5,DEG,-0.2954396286110433
Ndufb7_M0,DEG,-0.3791619836307441
Ndufb7_M1,DEG,-0.1450360667493882
Ndufb7_M3,DEG,-0.2119811106083328
Ndufb7_M5,DEG,-0.2833049300189433
Ndufb7_T4,DEG,-0.3136441725815589
Ndufb8_M0,DEG,-0.3109777297341278
Ndufb8_M1,DEG,-0.3264016730841539
Ndufb9_B3,DEG,0.0947326413865634
Ndufb9_M0,DEG,-0.3918940410348747
Ndufb9_M1,DEG,-0.2768139719685173
Ndufb9_M4,DEG,-0.2048549016782387
Ndufb9_O7,DEG,-1.7889387005324853
Ndufc1_M0,DEG,-0.4572696687744245
Ndufc1_M1,DEG,-0.3003903639398547
Ndufc2_M1,DEG,-0.2869251125650278
Ndufc2_M3,DEG,-0.3995427695661393
Ndufc2_M4,DEG,-0.2250792308681591
Ndufc2_M5,DEG,-0.3891671007964644
Ndufc2_T5,DEG,-0.1826578962923903
Ndufs2_T5,DEG,-1.9347515994856503
Ndufs3_B3,DEG,-0.2847523458254801
Ndufs4_M3,DEG,-0.3721832897385864
Ndufs4_M5,DEG,-1.0904656866928135
Ndufs5_B3,DEG,-0.2229155958445353
Ndufs5_M5,DEG,-0.7162141345939838
Ndufs7_M4,DEG,-1.708302897685675
Ndufs8_B3,DEG,-0.2045567815929677
Ndufv2_M3,DEG,-1.5836326929516642
Ndufv2_T5,DEG,-0.3875100221276645
Ndufv3_B3,DEG,0.0364467190637805
Ndufv3_M0,DEG,-1.3371206181468105
Ndufv3_M5,DEG,-0.6642025392070328
Ndufv3_O4,DEG,-0.3914615956640329
Neat1_B3,DEG,-0.372625424904028
Neat1_M0,DEG,-0.4340902122790849
Neat1_M1,DEG,-0.3937092902820165
Neat1_M4,DEG,-0.3834056226261887
Neat1_O4,DEG,-0.3074524454242295
Nedd8_M0,DEG,-0.2325184164994292
Nedd8_M3,DEG,-0.1444355707003978
Nedd8_O7,DEG,-1.4551236765993754
Neurl3_B0,Signature,-0.3855996181916518
Neurl3_M5,DEG,0.7115752129249686
Neurl3_T3,DEG,0.6657860880462244
Nfe2l2_M0,DEG,-0.3323138558220614
Nfe2l2_M3,DEG,0.3965144915604198
Nfe2l2_M4,DEG,0.5139189351992436
Nfe2l2_O10,DEG,0.510047753203099
Nfib_O4,DEG,-0.3790835396411461
Nfib_O7,DEG,-0.2679320752627986
Nfil3_M3,DEG,0.2590401439714337
Nfil3_M4,DEG,0.3480299431635676
Nfkb1_M0,DEG,-0.5437142477758736
Nfkb1_M1,DEG,0.3096606866938748
Nfkb1_M3,DEG,0.4946876948853759
Nfkb1_M5,DEG,0.1264233153761897
Nfkb1_O7,DEG,0.3322032570152771
Nfkb1_T5,DEG,0.2831011357875507
Nfkb2_M3,DEG,0.4279159847057698
Nfkbia_B3,DEG,-0.6472159656489727
Nfkbia_B7,Signature,
Nfkbia_M1,DEG,0.1764424342445659
Nfkbia_M4,DEG,-0.8104310623993685
Nfkbia_O10,DEG,0.2102278646111767
Nfkbia_O7,DEG,-0.3052637365509391
Nfkbia_T1,DEG,-1.5786115388818245
Nfkbia_T2,DEG,-0.348434369323984
Nfkbia_T4,DEG,-0.5322088009196162
Nfkbia_T5,DEG,-0.7387715293788191
Nfkbid_B5,Signature,0.0584005354411226
Nfkbie_M0,DEG,-2.642228374365577
Nfkbiz_M1,DEG,-1.0273977949916904
Nfkbiz_O7,DEG,-0.6466723779653598
Nhp2_M3,DEG,-0.3659208731207092
Nhp2_T5,DEG,-2.477191851063359
Ninj1_M0,DEG,-0.4594501556581501
Ninj1_M3,DEG,0.3215829171804334
Ninj1_M5,DEG,-0.6485507498246287
Nktr_M0,DEG,-0.91994531609369
Nktr_M1,DEG,-0.1603086556270127
Nktr_O4,DEG,-0.3296819672564703
Nktr_T1,DEG,-1.485193991200889
Nktr_T4,DEG,-0.2819679700997877
Nktr_T5,DEG,-0.2449032569497309
Nlrp3_M0,DEG,-0.4546906679983925
Nlrp3_M1,DEG,0.0837734087076907
Nlrp3_M2,DEG,0.4839345452297792
Nme1_B3,DEG,0.0742211350239099
Nme1_T5,DEG,-0.3304538719214437
Nme2_B3,DEG,0.046303991193531
Nme2_M3,DEG,-0.1173881508229194
Nme2_O7,DEG,-0.0967989849613965
Nme2_T2,DEG,0.0817150144410506
Nme2_T3,DEG,-0.1162611918978039
Nme2_T4,DEG,0.0064783824962722
Nme2_T5,DEG,-0.125625058579363
Nmt1_M3,DEG,-0.5159185449280506
Nol7_B3,DEG,0.2551038769865383
Nono_M3,DEG,-2.689943673938602
Nono_T5,DEG,-0.3455432149196747
Nop10_B3,DEG,-1.4613681134106444
Nop10_M0,DEG,-2.031384503272108
Nop10_M1,DEG,-0.4407994945341693
Nop10_M4,DEG,-0.2708760799834976
Nop58_O7,DEG,0.919794507442594
Notch1_M6,Signature,
Npc2_B3,DEG,0.2068625498964687
Npc2_M0,DEG,-0.0419711714195774
Npc2_M3,DEG,-0.3222543297384064
Npc2_M5,DEG,-0.4058200383657168
Npc2_O7,DEG,-0.2384435521309341
Npm1_B3,DEG,0.0902592473542113
Npm1_M3,DEG,-0.1400256878524684
Npm1_O10,DEG,0.1665309101637421
Npm1_T5,DEG,-0.1235721865919824
Npm3_T5,DEG,-2.035052775757853
Nr3c1_M5,DEG,0.6533004676141607
Nr3c1_T1,Signature,
Nr3c1_T2,DEG;Signature,0.7433232814248294
Nr3c1_T4,DEG,0.2510567238704236
Nr3c1_T5,DEG,1.4414418762313796
Nr3c1_T8,Signature,0.1497707076553322
Nr4a1_B5,Signature,-0.3311839072191563
Nr4a1_T8,Signature,-0.726287401034538
Nr4a2_T3,Signature,-1.2705188769459843
Nr4a2_T6_3,Signature,
Nr4a3_M3,DEG;Signature,0.4066051551801444
Nrd1_B3,DEG,-0.5055873311410157
Nrd1_M3,DEG,-0.6999959459733015
Nrd1_M4,DEG,-0.4748435762585169
Nrip1_B3,DEG,-0.3483258324583796
Nrip1_M4,DEG,-1.773195803264996
Nrip1_T1,DEG,0.5574838454329298
Nrip1_T2,DEG;Signature,0.0298201462531188
Nrip1_T4,Signature,-0.0819329762773627
Nrip1_T5,DEG,1.5216854780402604
Nsa2_M0,DEG,-0.2378263951727059
Nsa2_M3,DEG,-0.1689245236916659
Nsa2_T3,DEG,-0.1666153972944531
Nt5c_M4,DEG,-0.4526030007588763
Nucb1_B3,DEG,0.0920038752773852
Nucks1_M3,DEG,-0.4555702308964748
Nucks1_M4,DEG,-0.3697038675792791
Nucks1_O4,DEG,-0.358726395135727
Nucks1_O7,DEG,-2.2201171685749888
Nudt4_M2,DEG;Signature,0.5958260721320014
Nup98_M5,DEG,0.4135570135857689
Nup98_T5,DEG,0.539122505715917
Nupr1_O7,DEG,-0.7164521110046569
Nusap1_B8,Signature,0.227580213188919
Oat_O7,DEG,-0.2236722310293827
Oaz1_M5,DEG,0.0687191656635757
Oaz1_O10,DEG,0.1365862019798795
Oaz1_O4,DEG,0.0412444001664676
Odc1_B1,Signature,0.3451974110927982
Odc1_B3,DEG,0.4701885403264672
Odc1_M4,DEG,0.2715199733480111
Odc1_T7,Signature,0.2207466940033738
Ola1_M4,DEG,-0.514189233068046
Olfm1_M4,DEG,-1.0238444154998343
Olfml3_O4,DEG;Signature,-0.4440822417919781
Orai1_M3,DEG,0.7952927295271276
Orai1_M4,DEG,0.465033857145631
Ost4_B3,DEG,0.1090561758612667
Ostc_O7,DEG,-0.3542190829286394
Ostc_T5,DEG,-0.2471768391662295
Ostf1_B1,Signature,-0.3365293451950159
Ostf1_M0,DEG,-0.3242104032534078
Ostf1_M1,DEG,-0.3463375900999014
Ostf1_M2,DEG,-0.1194194665230122
Ostf1_M3,DEG,-0.4290074422649034
Ostf1_M4,DEG,-0.2766010932341626
Ostf1_T1,DEG;Signature,0.7183007195267959
Ostf1_T2,DEG,0.305761283879479
Ostf1_T5,DEG,0.2612385569534702
Ostf1_T7,DEG,0.4055714675621241
P2ry10_M3,DEG;Signature,0.1902033113513023
P2ry10_M4,DEG,0.669120307696143
P2ry10_M5,DEG,0.8566145684159405
P2ry10_T1,DEG,0.1111205618869727
P2ry10_T3,DEG,0.1721429028943228
P2ry10_T4,DEG,0.0536685826369097
P2ry10_T5,DEG,0.3271848154170068
P2ry6_M1,Signature,-0.3211962625163398
P4hb_B3,DEG,0.1546544794176924
P4hb_M0,DEG,-0.8178177110825564
Pa2g4_T5,DEG,-0.5459427103329777
Pabpc1_M0,DEG,-0.1658201071093877
Pabpc1_M1,DEG,0.0346787096727517
Pabpc1_M3,DEG,0.0419017488943298
Pabpc1_M4,DEG,0.1099430143808261
Pabpc1_M5,DEG,0.0361247014228331
Pabpc1_O4,DEG,0.1097150537342352
Pabpc1_O7,DEG,0.1333314488261449
Pabpn1_M3,DEG,-0.4101532913698068
Pabpn1_M4,DEG,-0.3565737589137945
Pabpn1_T5,DEG,-0.3185710519096704
Pacsin1_M7,Signature,-1.3462351737521423
Pafah1b1_B3,DEG,0.3954114320456661
Pafah1b1_M1,DEG,0.0507842346822874
Pafah1b1_M3,DEG,0.1235915850071586
Pafah1b3_B3,DEG,0.2822469012461033
Paics_T5,DEG,-0.9665401768275316
Paip2_B3,DEG,0.4059296382021037
Paip2_T1,DEG,0.1442942077831778
Pak1_M3,DEG,-0.4736116260125668
Pak1_M4,DEG,-0.8283680466427344
Pak2_M0,DEG,-0.8825447707404513
Pak2_T4,DEG,-0.1700219539930812
Palld_T7,Signature,-1.2001932304687777
Pam_O4,DEG,0.4001779173239739
Papola_M3,DEG,-0.3193532529492088
Papola_T5,DEG,-0.284919995969396
Park7_B3,DEG,0.0112404930073248
Park7_M3,DEG,-0.1834023621546275
Pax5_B2,Signature,
Paxbp1_M4,DEG,-2.258470967741396
Pbrm1_M5,DEG,-0.8316850795267807
Pbrm1_O4,DEG,-1.5090067202128934
Pcbp1_B3,DEG,0.1766443234756464
Pcbp1_M1,DEG,0.3159106781745825
Pcbp1_M5,DEG,0.2896034615447979
Pcbp2_M0,DEG,-0.3006978134565007
Pcbp2_M1,DEG,0.0549496777566953
Pcbp2_O7,DEG,0.0688206611006246
Pcbp2_T1,DEG,-0.1967874174618102
Pcdh17_O10,Signature,0.2068709288705458
Pclaf_B8,Signature,-0.2837473973838693
Pclaf_T5,DEG;Signature,-0.3987008778700712
Pcolce2_O7,DEG;Signature,0.2538996001749616
Pcsk5_O7,Signature,0.5080964041046837
Pdcd10_M4,DEG,0.1864177466605161
Pdcd1_T4,Signature,0.3941304856164739
Pdcd4_T3,DEG,-0.2707490334821374
Pde2a_T6_3,Signature,
Pde4b_M1,DEG,0.1251990533675896
Pde4b_M3,DEG,0.1359395128383088
Pdgfra_O4,DEG,-0.2567535443977904
