gene_cell,source,log2fc_median_TLS
Ostf1_M7,DEG,-0.4937920649344608
Ostf1_T1,DEG;Signature,0.6249176415085433
Ostf1_T2,DEG,0.5850651762680926
Ostf1_T7,DEG,0.1861371279697022
P2ry10_M3,Signature,
P2ry10_M4,DEG,0.4495219163188416
P2ry10_M5,DEG,0.9905962338419778
P2ry10_T1,DEG,0.5430678246260078
P2ry10_T4,DEG,0.0837443479170019
P2ry10_T5,DEG,0.2394854076048598
P2ry6_M1,Signature,0.1434202536980373
P4hb_B3,DEG,0.1554003967873616
P4hb_M0,DEG,-1.9937299819574628
P4hb_M1,DEG,-0.3661929391688928
P4hb_M3,DEG,0.4812521297058292
Pa2g4_T5,DEG,-1.2892020570861575
Pabpc1_M0,DEG,-0.1605950178058106
Pabpc1_M1,DEG,0.0535111418218692
Pabpc1_M3,DEG,0.0350562717519934
Pabpc1_M4,DEG,0.1115616654131972
Pabpc1_M5,DEG,0.1147817192299537
Pabpn1_T5,DEG,-0.3630817411564162
Pacsin1_M7,Signature,
Pafah1b1_B1,DEG,0.0915709687753114
Pafah1b1_B3,DEG,0.5744967214121688
Pafah1b1_M1,DEG,0.180258065756365
Pafah1b1_M5,DEG,0.2490169391289022
Pafah1b1_T1,DEG,0.1956413368801508
Pafah1b1_T2,DEG,0.1874527231742233
Pafah1b1_T3,DEG,0.2583669234115239
Pafah1b3_B3,DEG,0.1393664195160344
Pafah1b3_M4,DEG,-1.523608888032216
Paip2_B3,DEG,0.4031218281915065
Paip2_T1,DEG,0.1330345209169098
Paip2_T2,DEG,0.1644238296475163
Paip2_T5,DEG,0.288030638487068
Pak1_M4,DEG,-0.7167611049236791
Pak2_B1,DEG,0.5654163509321578
Pak2_M1,DEG,0.1068883125388033
Pak2_M3,DEG,-0.2325334977996216
Pak2_T1,DEG,0.0205581395028709
Palld_T7,Signature,0.5704602849541389
Park7_M1,DEG,-1.592190511236606
Park7_M3,DEG,-2.132854614437006
Pax5_B2,Signature,
Pbrm1_B4,DEG,-0.3071463109865475
Pcbp1_B5,DEG,0.1503195935883674
Pcbp1_M1,DEG,0.2789283583819741
Pcbp1_M3,DEG,0.1743899102778182
Pcbp2_B1,DEG,-0.1466420537268272
Pcbp2_T2,DEG,-0.136582686877243
Pcdh17_O10,Signature,
Pclaf_B8,Signature,-0.3762464793699773
Pclaf_T5,DEG;Signature,-0.2187221352573981
Pcmtd1_B4,DEG,0.1400504237392468
Pcolce2_O7,Signature,
Pcsk5_O7,Signature,1.319394259670315
Pcyt1a_T7,Signature,-0.6125907454023601
Pdcd10_M0,DEG,-2.075265484602491
Pdcd10_M3,DEG,-0.459470567087841
Pdcd1_T4,Signature,0.2041661769123832
Pdcd4_T3,DEG,-0.474517903691579
Pdcd4_T5,DEG,-0.3605881412868623
Pdcd5_M3,DEG,-2.5513852519837728
Pdcd6_M4,DEG,0.3153936788455994
Pde2a_T6_3,Signature,-1.1016850518246843
Pde4b_M0,DEG,-1.0863459398129724
Pde4b_M1,DEG,0.2178185929109705
Pde4b_M3,DEG,0.2096190279636411
Pdgfrb_O13,DEG,-3.6136366548109495
Pdia3_B3,DEG,0.1925268356055235
Pdia3_M0,DEG,-0.6290965148047445
Pdia3_M3,DEG,0.2396130032084321
Pdia3_M4,DEG,-0.3222957409808555
Pdia3_O10,DEG,-0.4061760887209797
Pdia3_T2,DEG,-0.3354625564843513
Pdia3_T4,DEG,-0.311696253040624
Pdia3_T5,DEG,-0.2116877772808171
Pdia6_B3,DEG,0.2111697882796857
Pdia6_M0,DEG,-0.9906730078438464
Pdia6_M3,DEG,0.2579692604177525
Pdia6_O7,DEG,-0.847985163835838
Pdia6_T5,DEG,-0.5225132343171255
Pdlim3_O13,Signature,
Pfdn5_B1,DEG,-0.0605461377928798
Pfdn5_B4,DEG,0.0136168589961163
Pfdn5_M3,DEG,-0.2569355330289391
Pfdn5_T5,DEG,0.1372783708884341
Pfn1_B1,DEG,-0.2953273563717385
Pfn1_B4,DEG,-0.105635324918907
Pfn1_M0,DEG,-0.2068153394473079
Pfn1_M1,DEG,-0.0783546856869178
Pfn1_M2,DEG,-0.2016289569123586
Pfn1_M3,DEG,-0.3316912005878436
Pfn1_M4,DEG,-0.2248618434375613
Pfn1_M5,DEG,-0.1524382134211503
Pfn1_T0,DEG,-0.3052604394443296
Pfn1_T1,DEG,-0.2147008566944449
Pfn1_T2,DEG,-0.2230782371805228
Pfn1_T3,DEG,-0.2779795321231447
Pfn1_T4,DEG,-0.3289076805501488
Pfn1_T5,DEG,-0.2457735398884064
Pfn1_T6,DEG,-0.3270736273253558
Pgam1_M4,DEG,-0.3311135959089521
Pgam1_M5,DEG,-0.5425516347259071
Pgam1_T5,DEG,-0.2520021057949408
Pgk1_B4,DEG,-0.5757119623269009
Pgk1_M0,DEG,-1.3587012538903358
Pgk1_M5,DEG,-0.7670136059132571
Pgls_M3,DEG,-1.2136454185954135
Pgls_T5,DEG,-0.399693153463984
Pglyrp1_M2,Signature,-1.4769908171491613
Phb2_T5,DEG,-0.4876277978522112
Phc2_M4,DEG,0.490059528198429
Phgdh_B3,DEG,0.7448073749631865
Pi16_O7,Signature,0.1176419842764104
Picalm_M1,DEG,0.114947013274972
Picalm_M3,DEG,0.1579686379992242
Pigr_O15,Signature,0.0210008167794796
Pik3ap1_B4,DEG,-0.8781101694059115
Pik3ap1_B5,DEG,-1.2432773907551715
Pik3ap1_M3,DEG,0.4979708786279067
Pik3r1_M3,DEG,0.1963938397266211
Pik3r1_T3,Signature,0.0429072738561767
Pim1_B3,DEG,-0.2032494387445286
Pim1_M6,Signature,-0.1190685040270621
Pim1_T2,DEG,-0.1135510449445042
Pim1_T3,DEG,-0.328597023765573
Pip4k2a_M4,DEG,-0.762841716412795
Pir_M7,Signature,-1.90825775089908
Pitpna_M0,DEG,-0.7314968908321464
Pitpna_M3,DEG,0.0505561919541012
Pkib_M3,Signature,
Pkm_M0,DEG,-0.5282534616437891
Pkm_M3,DEG,0.1202445138782375
Pkm_M4,DEG,-0.3653004736694789
Pkm_M5,DEG,-0.6219002595048662
Pla2g7_M0,DEG,-0.9516566467699074
Pla2g7_M1,DEG,-0.4460319062662941
Pla2g7_M3,DEG,3.7668772268942807
Pla2g7_M5,DEG,-1.5322183093813289
Plaat3_M4,DEG,-1.0571565776817744
Plaat3_M5,DEG,-1.65000670608236
Plaat3_T5,DEG,-0.3099208483713762
Plac8_B5,DEG,-0.425507338343125
Plaur_M1,DEG,0.1953209325645169
Plaur_M3,DEG,0.5554736177146018
Plbd1_M1,DEG,0.2009132306781944
Plbd1_M4,DEG,-0.1580765328656196
Pld4_M0,DEG,-0.87757354288776
Pld4_M1,DEG,-0.5394071597143564
Pld4_M4,DEG,-0.7741979871312125
Pld4_M5,DEG,-2.565334947858406
Plek_B1,DEG,0.1895529822107126
Plek_B4,DEG,-0.6748150858445074
Plek_M3,DEG,0.3605352541479526
Plek_M4,DEG,0.2299107171145198
Plekho1_B4,DEG,0.3670451478322394
Plekho1_M3,DEG,0.132239772282303
Plekho1_M4,DEG,-0.8742781858876055
Plekho2_M0,DEG,-1.6897364570859796
Plekho2_M1,DEG,-0.4372712042977488
Plekho2_M3,DEG,0.6036349188487669
Plekho2_M4,DEG,-0.3691391022365473
Plekho2_M5,DEG,-2.8807991380383413
Plet1_M3,Signature,
Pmepa1_M4,DEG,0.654375377018865
Pmepa1_M5,DEG,0.6962954696852885
Pmvk_M3,Signature,
Pnisr_B1,DEG,-1.4831564171159155
Pnn_M4,DEG,-0.4840217162603137
Pnrc1_B5,DEG,-0.3934940498608668
Pnrc1_M3,DEG,0.0971638122857752
Pnrc1_T0,DEG,0.0065525410116648
Pnrc1_T1,DEG,0.0659056071294019
Pnrc1_T5,DEG,0.2202844954612058
Pnrc1_T7,DEG,0.0155464215581092
Podxl_O10,Signature,0.0208739060014244
Pold4_B0,DEG,-1.1465446585359826
Poldip3_M3,DEG,-0.6380854265760227
Pole4_T5,DEG,0.2995588014337653
Polr1d_B4,DEG,0.10025014175653
Polr1d_B5,DEG,0.0512907918022798
Polr1d_T4,DEG,-0.0869654069433985
Polr2c_T5,DEG,-0.989855368242589
Polr2e_B3,DEG,0.6608397978273879
Polr2e_M4,DEG,0.380264804465021
Pomp_B4,DEG,-0.2885770035317918
Pomp_M0,DEG,-0.3375489682755702
Pomp_M3,DEG,-0.3844700670846245
Pomp_T4,DEG,-1.5790331597431306
Pon3_B3,Signature,
Postn_O4,Signature,0.7957910810845508
Pou2af1_B3,DEG,-0.7508405402094549
Pou2f2_B1,DEG;Signature,-0.5172004144287607
Pou2f2_B4,DEG,0.3860204672020598
Ppa1_B3,DEG,-0.4332771502106314
Ppa1_M4,DEG,-1.5942369372034897
Ppia_B1,DEG,0.0271704801126067
Ppia_B2,DEG,0.0592174334510827
Ppia_B3,DEG,0.2723134403000226
Ppia_B5,DEG,0.1428624559910905
Ppia_M3,DEG,-0.1934304481705703
Ppia_T1,DEG,0.0620182248827206
Ppia_T2,DEG,0.0453536560980622
Ppib_M0,DEG,-0.5123465265670074
Ppib_M1,DEG,-0.1762503672035891
Ppib_M3,DEG,-0.4456592781428676
Ppib_T2,DEG,-0.162136585396585
Ppig_B1,DEG,-0.3147289866746731
Ppig_M0,DEG,-0.8481682534424929
Ppig_M1,DEG,0.0712723048883621
Ppig_M3,DEG,0.4061150080471231
Ppm1g_T5,DEG,-1.9633190336884707
Ppm1m_M4,DEG,-0.4863021256064694
Ppp1ca_M0,DEG,-1.004313184302195
Ppp1ca_M3,DEG,-0.1311895025599723
Ppp1ca_T4,DEG,-0.720683749445347
Ppp1ca_T5,DEG,-0.1586889746639299
Ppp1cc_T0,DEG,0.2004796716200878
Ppp1cc_T1,DEG,0.486635981542954
Ppp1cc_T7,DEG,0.4327947464290241
Ppp1r11_B3,DEG,-0.757934301658039
Ppp1r11_M4,DEG,-0.4338174360361514
Ppp1r12a_T0,DEG,-0.7610178472441338
Ppp1r12a_T4,DEG,-0.8560608681119671
Ppp1r12a_T7,DEG,-2.720189087670162
Ppp1r15a_M3,DEG,0.4540565032002612
Ppp1r16b_B4,DEG,-0.9350202922146738
Ppp1r16b_B5,DEG,-0.3597913042886578
Ppp1r2_M3,DEG,-0.6081065065578004
Ppp2ca_B3,DEG,0.4271620582103663
Ppp2ca_M1,DEG,0.2122432770907344
Ppp2ca_M3,DEG,0.2647501521135734
Ppp2ca_M4,DEG,0.2579041474598467
Ppp2ca_M5,DEG,0.3928113772441755
Ppp2ca_T1,DEG,0.0983816724037429
Ppp2ca_T2,DEG,0.5253990470371006
Ppp2ca_T5,DEG,0.1192853763006646
Ppp2ca_T7,DEG,0.2385039555776997
Ppp2r5a_T6,Signature,0.1604938764685587
Ppp4r2_B4,DEG,0.0476767202920181
Ppp4r2_M1,DEG,0.9357504796239956
Ppp4r2_M3,DEG,0.8655705145281181
Ppp4r2_M4,DEG,0.6807616179776879
Ppp4r2_M5,DEG,0.677674431794679
Ppp4r3b_M4,DEG,0.4533039470012573
Ppt1_M1,DEG,-0.765454530081131
Ppt1_M4,DEG;Signature,-0.3053763094646041
Ppt1_M5,DEG,-1.6846119984349346
Ppt2_M0,Signature,
Prcp_M4,DEG,-0.4368140853352605
Prdx1_B1,DEG,0.0341628023344197
Prdx1_M0,DEG,-0.5708506457171408
Prdx1_M1,DEG,-0.1252947621550627
Prdx1_M3,DEG,-0.1830286451615337
Prdx1_M4,DEG,-0.3252104211493207
Prdx1_M5,DEG,-0.3222017483976085
Prdx1_T5,DEG,-0.1517592010641928
Prdx2_M4,DEG,0.197680322890422
Prdx4_B3,DEG;Signature,-0.2543694397012609
Prdx5_B4,DEG,-0.5165968819605025
Prdx5_M0,DEG,-0.4754425695472528
Prdx5_M1,DEG,-0.2175657768859994
Prdx5_M2,DEG,-0.2158398260271935
Prdx5_M3,DEG,0.1843976980351465
Prdx5_M5,DEG,-0.8991572595038544
Prdx6_B1,DEG,0.271522364235963
Prdx6_M3,DEG,-1.2469174201243252
Prdx6_T1,DEG,0.1782031883990281
Prdx6_T2,DEG,0.0231944872725215
Prdx6_T3,DEG,0.0886349151655321
Prdx6_T4,DEG,0.0276236748870567
Prdx6_T5,DEG,0.247284417160092
Prelid1_M3,DEG,-0.7096180171382238
Prg2_B3,DEG;Signature,-1.511112098159485
Prkar1a_B1,DEG,0.2782689213091891
Prkar1a_B3,DEG,0.3253708501523446
Prkar1a_M1,DEG,0.0396477927930128
Prkar1a_M3,DEG,0.0426221557924132
Prkar1a_M4,DEG,0.2918483764402621
Prkar1a_M5,DEG,0.261931269408498
Prkar1a_T1,DEG,0.2712603387083293
Prkar1a_T2,DEG,0.2117838497318233
Prkar1a_T3,DEG,0.1386738568915854
Prkar1a_T4,DEG,0.1372709921147342
Prkar1a_T5,DEG,0.1799466715824607
Prkca_M7,Signature,-0.2083787897019459
Prkcd_M3,DEG,0.7099711232862804
Prmt1_T5,DEG,-2.143122800286416
Prpf38b_M4,DEG,-0.4123964207608309
Prr13_M1,DEG,-0.612215603804665
Prr13_M3,DEG,-0.8007420225194977
Prr13_M4,DEG,-0.3531861805811077
Prr13_T1,DEG,0.3573537667860676
Prr29_T7,Signature,
Prrc2c_M0,DEG,-0.5125174731491204
Prrc2c_M3,DEG,-0.1961584748158926
Prrc2c_T2,DEG,-0.1181422413986738
Prrc2c_T4,DEG,0.0151919242974406
Prss23_O7,Signature,0.257791242297998
Psap_M3,DEG,1.0056385588758534
Psap_M4,DEG,-0.1506727898884828
Psenen_M1,DEG,-0.4260033801281481
Psenen_M3,DEG,-0.4028508739790081
Psip1_B3,DEG,-0.5871511216308719
Psma1_T5,DEG,-0.1338843857473589
Psma2_M0,DEG,-1.069043187819971
Psma2_M3,DEG,-0.6619011171317889
Psma2_M4,DEG,-0.3421574621946238
Psma2_M5,DEG,-0.3116174293187511
Psma2_O10,DEG,-2.473971538411872
Psma2_T2,DEG,-0.3105525965428555
Psma2_T3,DEG,-2.598004180302456
Psma2_T4,DEG,-0.3006396870120169
Psma2_T5,DEG,-0.2679866301457686
Psma2_T7,DEG,-0.3849740784923167
Psma3_M0,DEG,-1.7975898139030209
Psma3_M3,DEG,-0.6426030953366414
Psma3_M4,DEG,-0.3900478612670856
Psma3_T4,DEG,-0.1885799939942946
Psma3_T5,DEG,-0.179877512002011
Psma4_M0,DEG,-2.336852576572334
Psma4_M1,DEG,-0.5634023430499518
Psma4_M3,DEG,-1.026144816495092
Psma4_M4,DEG,-0.6652941272554094
Psma4_T5,DEG,-0.3987178675096157
Psma5_M1,DEG,-1.8060365204751512
Psma5_M3,DEG,-2.471535963894936
Psma5_M4,DEG,-0.3576486344002147
Psma5_M5,DEG,-0.4825670883155259
Psma6_M5,DEG,-0.6491354573570733
Psma6_T5,DEG,-0.5496714626927872
Psma7_M0,DEG,-0.5984936746587401
Psma7_M1,DEG,-0.1395334164386417
Psma7_M3,DEG,-0.5306180530700759
Psma7_M4,DEG,-0.2758673530395967
Psma7_O10,DEG,-0.4875744679858896
Psma7_T2,DEG,-0.8418691910998757
Psma7_T4,DEG,-0.3291709108361298
Psma7_T5,DEG,-0.2415895894132136
Psmb10_M1,DEG,-1.667696974396785
Psmb10_M3,DEG,-2.2313791381544643
Psmb10_M4,DEG,-0.6683475835011707
Psmb10_M5,DEG,-0.7744751494032016
Psmb10_O13,DEG,-1.591812709867133
Psmb1_B1,DEG,-0.2060432617651627
Psmb1_B3,DEG,0.002751749410204
Psmb1_M0,DEG,-1.7203572698776453
Psmb1_M1,DEG,-0.3105825470673125
Psmb1_M3,DEG,-0.6197692852767983
Psmb1_M4,DEG,-0.2125423578913369
Psmb1_T2,DEG,-0.1651989876441263
Psmb1_T4,DEG,-0.1852370613981607
Psmb1_T5,DEG,-0.1502524613762981
Psmb2_B4,DEG,-0.2983591739616887
Psmb2_M1,DEG,-0.4820386291589473
Psmb2_M3,DEG,-0.8721399476953267
Psmb2_M5,DEG,-0.509728892724971
Psmb2_T5,DEG,-0.2998952235369909
Psmb3_B3,DEG,0.3021262511510301
Psmb3_M4,DEG,-0.2218975806746832
Psmb4_M0,DEG,-0.6761921210262126
Psmb4_M3,DEG,-0.4448912678728349
Psmb4_T5,DEG,-0.1878421866008676
Psmb6_M0,DEG,-2.2382004944617337
Psmb6_M3,DEG,-0.556968186937224
Psmb8_B1,DEG,-0.4311132447163701
Psmb8_B2,DEG,-0.4322003703782455
Psmb8_B3,DEG,-0.2928253379613238
Psmb8_B4,DEG,-0.2494237489030819
Psmb8_M0,DEG,-0.3853010022233356
Psmb8_M1,DEG,-0.3427239965309913
Psmb8_M3,DEG,-0.759425481024804
Psmb8_M4,DEG,-0.2858633153827821
Psmb8_M5,DEG,-0.3941223191124578
Psmb8_M7,DEG,-0.3908146125731306
Psmb8_O10,DEG,-0.7218687470511949
Psmb8_T0,DEG,-0.2707997032827669
Psmb8_T1,DEG,-0.3015660094078741
Psmb8_T2,DEG,-0.4692440244726373
Psmb8_T3,DEG,-0.1890925561345926
Psmb8_T4,DEG,-0.6312714152597829
Psmb8_T5,DEG,-0.3407677557500703
Psmb8_T6,DEG,-0.2796712349901218
Psmb8_T7,DEG,-0.8615484915437492
Psmb9_B3,DEG,-0.4825996712807775
Psmb9_B4,DEG,-0.7462868148559954
Psmb9_M0,DEG,-1.390021428460331
Psmb9_M1,DEG,-0.7124273536766277
Psmb9_M3,DEG,-1.40389292823392
Psmb9_M4,DEG,-0.4615387993455713
Psmb9_M5,DEG,-0.9514953052274356
Psmb9_M7,DEG,-0.8326535513395141
Psmb9_O10,DEG,-3.743929560040277
Psmb9_T5,DEG,-0.5459051759623454
Psmc3ip_B8,Signature,-0.3627482327237641
Psmd4_M0,DEG,-2.1963084454183672
Psmd4_M1,DEG,-1.5330017671304754
Psmd4_M3,DEG,-1.9193100748612224
Psmd4_M4,DEG,-0.4103857111872029
Psmd8_M0,DEG,-0.7312425221631862
Psmd8_M1,DEG,-0.3803539765320206
Psmd8_M3,DEG,-0.7064752180461917
Psme1_B1,DEG,-0.5548368316806508
Psme1_B2,DEG;Signature,-0.3939372421726632
Psme1_B3,DEG,-0.1938468284029238
Psme1_B4,DEG,-0.3268718972357566
Psme1_B5,DEG,-1.2708766039008557
Psme1_M0,DEG,-0.4203204796036964
Psme1_M1,DEG,-0.2662132291591091
Psme1_M3,DEG,-0.7050436657147721
Psme1_M4,DEG,-0.1921540148220234
Psme1_O10,DEG,-0.6507055530475381
Psme1_T0,DEG,-0.3281864602383196
Psme1_T1,DEG,-0.7105999095940165
Psme1_T2,DEG,-0.5233152545215629
Psme1_T3,DEG,-0.3513654895983459
Psme1_T4,DEG,-0.4628061844081159
Psme1_T5,DEG,-0.3205929004413989
Psme1_T6,DEG,-0.5550611156658524
Psme2_B3,DEG,-0.5001914164962514
Psme2_B4,DEG,-0.7502388478619957
Psme2_M0,DEG,-0.7042788792566077
Psme2_M1,DEG,-0.388116143307388
Psme2_M3,DEG,-1.0376656622040394
Psme2_M4,DEG,-0.3739074828974434
Psme2_M5,DEG,-0.5181548838057883
Psme2_T5,DEG,-0.5006853099600593
Psmg4_M4,DEG,-0.8161807249670688
Ptafr_M1,DEG,0.2469246875538731
Ptafr_M3,DEG,0.352342048168016
Ptafr_M6,Signature,0.1808771206703399
Ptbp3_B1,DEG,0.1548533606203762
Ptbp3_M1,DEG,0.2986025085820655
Ptbp3_M3,DEG,0.2873774187686048
Pten_M0,DEG,-1.776748018207274
Pten_M4,DEG,0.2488084548694733
Ptges3_B1,DEG,0.2548607546121679
Ptges3_B3,DEG,0.1539107770542699
Ptges3_B5,DEG,0.0929872762419336
Ptges3_M3,DEG,-0.2544853685089021
Ptgs1_O13,Signature,
Ptgs2_M0,DEG,-2.102592307466687
Ptgs2_M3,DEG,0.1636229542778613
Ptgs2_M5,DEG,-1.2306591525944666
Ptma_B3,DEG,0.1072899641255775
Ptma_B5,DEG,0.1433632118859533
Ptma_B6_0,DEG,0.0766766583198685
Ptma_M3,DEG,-0.1594812085419949
Ptma_M5,DEG,0.1257668292679996
Ptma_T1,DEG,0.0512027979228963
Ptma_T6_1,DEG,0.0457372141998533
Ptms_M3,DEG,-0.2061355034949841
Ptms_M4,DEG,-0.2765277198307971
Ptp4a2_B0,DEG,-1.4249932884032668
Ptp4a2_B1,DEG,-0.1926911199805031
Ptp4a2_B3,DEG,0.404731324902868
Ptp4a2_B5,DEG,-0.3116662075962949
Ptp4a2_M0,DEG,-0.3431702070463314
Ptp4a2_O7,DEG,0.5035814061346012
Ptp4a2_T1,DEG,-0.1793964763516257
Ptp4a2_T2,DEG,-0.4108542467855081
Ptp4a2_T3,DEG,-0.1451508814592337
Ptpn18_B1,DEG,-0.3136703870414318
Ptpn18_B5,DEG,-0.3886873064542675
Ptpn18_M0,DEG,-0.4059062571647517
Ptpn18_M1,DEG,-0.2977105325885772
Ptpn18_M3,DEG,-0.3124772248051219
Ptpn18_M4,DEG,-0.3041388810995898
Ptpn18_M5,DEG,-0.4509087535259067
Ptpn18_T1,DEG,-0.1793151378489693
Ptpn18_T2,DEG,-0.3974202748290977
Ptpn18_T3,DEG,-0.1576109278222512
Ptpn18_T4,DEG,-0.2990235832678697
Ptpn18_T5,DEG,-0.2212524026572349
Ptpn1_B1,DEG;Signature,-0.3159845499635951
Ptpn1_M0,DEG,-1.2268309411559688
Ptpn1_M1,DEG,-0.2765754676624212
Ptpn1_M3,DEG,-0.1900213122579766
Ptpn1_M5,DEG,-0.3950149551492036
Ptpn22_M5,Signature,-0.4237690654543803
Ptpn22_T3,DEG;Signature,-0.1467700594275735
Ptpn22_T4,DEG,-0.2464805036277419
Ptpn6_B4,DEG,-0.7246772797144687
Ptprb_O10,Signature,0.2992280529141421
Ptprc_B5,DEG,-0.3187750079091284
Ptprc_M3,DEG,-0.190287756155352
Ptprc_M4,DEG,-0.4242213378267511
Ptprc_M5,DEG,-0.2209061510705883
Ptprc_T0,DEG,-0.1496053688259647
Ptprc_T1,DEG,-0.3723750227013891
Ptprc_T2,DEG,-0.1589107774786615
Ptprc_T3,DEG;Signature,-0.0969880828166415
Ptprc_T4,DEG,-0.2135362490678837
Ptprc_T5,DEG,-0.2026212803758032
Ptprcap_B1,DEG,-1.4902835951063933
Ptprcap_B4,DEG,0.0741307253298873
Ptprcap_T2,DEG,-0.6943707618365038
Ptprcap_T4,DEG,-0.5443764687230901
Ptprcap_T5,DEG,-0.4281156847453207
Ptprj_M1,DEG,-1.4607398159483966
Pttg1_T5,DEG,-1.0244079684925929
Pttg1ip_M4,DEG,0.4971150045038731
Purb_M1,DEG,0.3458823895307752
Pxdc1_T7,Signature,0.1108772205727409
Pxn_M1,DEG,0.2083129674384702
Pxn_M3,DEG,3.3050976369430902
Pycard_B3,DEG,0.4167559470260126
Pycard_M0,DEG,-2.295538234350424
Pycard_M1,DEG,-3.146134686838012
Pycard_M3,DEG,-3.247811742817412
Pycard_M4,DEG,-1.790368340471437
Pycard_M5,DEG,-2.142418272991281
Pycard_T5,DEG,-0.4190080173208008
Qk_M3,DEG,0.3908087392763301
R3hdm1_M4,DEG,-0.6205894827225217
R3hdm2_O13,DEG,-2.7883047010521205
Rab1a_M3,DEG,0.42623729916135
Rab21_M5,DEG,0.7268828861112006
Rab2a_B3,DEG,0.0793514443237535
Rab2a_T1,DEG,0.3554023091039457
Rab2a_T2,DEG,1.457492024102908
Rab2a_T4,DEG,0.1588122102734142
Rab2a_T5,DEG,0.2130714609216887
Rab43_M4,DEG,-0.3583799815035731
Rab5c_M1,DEG,-0.41637206149432
Rab5c_M4,DEG,-0.4540539781216822
Rab5if_M5,DEG,-0.7014368140923098
Rab6a_M4,DEG,0.4431003453811122
Rab7_M0,DEG,-0.9604264701781718
Rab7_M1,DEG,0.0900878203056416
Rab7_M2,DEG,-0.2959974804364048
Rab7_M3,DEG,0.157045041104631
Rab8b_M1,DEG,0.4024759659588559
Rab8b_M3,DEG,0.334374792404452
Rab8b_M4,DEG,0.464055080888357
Rab8b_M5,DEG,0.2691309704824084
Rab8b_T0,DEG,0.469479077473619
Rab8b_T1,DEG,0.2485370878148575
Rab8b_T2,DEG,0.1813011712398108
Rab8b_T3,DEG,0.2880036978335943
Rab8b_T4,DEG,0.1602700522343641
Rab8b_T5,DEG,0.3244017010750158
Rabac1_B1,DEG,0.1868369905413158
Rabac1_B3,DEG,0.1540149467231505
Rabac1_M4,DEG,0.2676500184539917
Rabac1_T1,DEG,0.5811093796154998
Rabac1_T2,DEG,0.2918076345490421
Rabac1_T4,DEG,0.0522951157331541
Rac1_B3,DEG,0.4015652510093826
Rac1_M0,DEG,-0.4053563633442946
Rac1_M3,DEG,0.0410957845727428
Rac1_T1,DEG,0.1683065034656612
Rac2_B1,DEG,-0.2821212481091739
Rac2_B4,DEG,-0.1859683943982563
Rac2_B5,DEG,-0.3077755370077411
Rac2_M0,DEG,-2.19002707053616
Rac2_M4,DEG,-0.6236163617503687
Rac2_M5,DEG,-0.5514541349389837
Rac2_T0,DEG,-0.3253560824755808
Rac2_T1,DEG,-0.4427687286321996
Rac2_T2,DEG,-0.4616038229963175
Rac2_T3,DEG,-0.3448271361910293
Rac2_T4,DEG,-0.4162253953913835
Rac2_T5,DEG,-0.2565602678502804
Rac2_T7,DEG,-0.6133638193658137
Rack1_B1,DEG,-0.0414842720107897
Rack1_M3,DEG,-0.1355863905080243
Rack1_M4,DEG,0.0534241092184978
Rack1_T2,DEG,-0.043699037669171
Rack1_T5,DEG,-0.1075443744236561
Ralgps2_B2,DEG;Signature,-0.2186743077598114
Ramp1_T4,DEG;Signature,-0.3053250437919934
Ramp3_M3,Signature,
Ramp3_T1,DEG;Signature,1.0350026991959462
Ramp3_T7,DEG,1.812732495404162
Ran_B1,DEG,0.2907915790009158
Ran_B4,DEG,-0.2784260283367002
Ran_B5,DEG,0.1819690274166222
Ran_M0,DEG,-2.5196557821840786
Ran_M1,DEG,0.174193448516797
Ran_M3,DEG,-0.1478148561925307
Ran_O10,DEG,-1.6705581821836142
Ran_T5,DEG,-0.1462923967265494
Ranbp1_M3,DEG,-0.7100085032070456
Rap1a_M3,DEG,0.1246914771943978
Rap1a_M4,DEG,-0.3371691999028611
Rap1a_T1,DEG,-0.1880741160985806
Rap1a_T4,DEG,-1.3868002879749572
Rap1a_T5,DEG,-0.2345531812294141
Rap1b_B3,DEG,0.3254818975418244
Rap1b_M1,DEG,0.1643199519086666
Rap1b_M3,DEG,0.2680532679490275
Rap1b_M4,DEG,0.062073719695191
Rap1b_T1,DEG,0.0092914600633114
Rap1b_T2,DEG,0.1492876344019772
Rap2a_M3,Signature,
Rap2a_M4,DEG,3.0213496518462417
Rapgef2_M3,DEG,0.8902260801129065
Rapgef6_T6,DEG;Signature,-0.3925801652405118
Rasgef1b_B5,Signature,-0.2524173863565978
Rassf3_M3,DEG,0.3037164350713713
Rbbp6_B4,DEG,-0.3096865991197539
Rbbp7_M4,DEG,-0.3754509373205084
Rbm25_B1,DEG,-0.162664314776926
Rbm25_M0,DEG,-0.5695820920055764
Rbm25_M3,DEG,-0.1289288993849388
Rbm25_T3,DEG,-0.1539170253152089
Rbm39_B1,DEG,0.0589083186292524
Rbm39_B3,DEG,0.1751023620169353
Rbm39_B4,DEG,0.0235991581438642
Rbm39_M1,DEG,0.2085948649174828
Rbm39_M4,DEG,0.0593539835766645
Rbm39_M5,DEG,0.1241439355638118
Rbm39_T1,DEG,0.1018935872085358
Rbm39_T2,DEG,0.1754168989526136
Rbm39_T4,DEG,0.0366740062600621
Rbm3_B1,DEG,-0.1042482894769814
Rbm3_B4,DEG,-0.0928190844052913
Rbm3_M3,DEG,-0.5270036051264779
Rbm3_T2,DEG,-0.1222564580466511
Rbm3_T3,DEG,-0.1616933298072068
