gene_cell,source,log2fc_median_TLS
Lcp1_B4,DEG,-0.1689833354201697
Lcp1_M1,DEG,-0.1464625503991947
Lcp1_M3,DEG,-0.281206739538203
Lcp1_T0,DEG,-0.3486323933992739
Lcp1_T2,DEG,-0.4826125172204435
Lcp1_T3,DEG,-0.5220972601309359
Lcp1_T4,DEG,-0.7489374190764408
Lcp1_T5,DEG,-0.2815362452042425
Lcp1_T7,DEG,-1.0390801937498482
Lcp2_M1,DEG,-2.2899890453129537
Ldha_M0,DEG,-1.5998477514868412
Ldha_T0,DEG,-0.4259628949994712
Ldha_T1,DEG,0.2029680490143398
Ldha_T2,DEG,0.1025615874222576
Ldha_T5,DEG,-0.180972729087587
Lef1_T6,Signature,0.001401156841597
Lef1_T6_0,Signature,-0.3522746522898133
Lef1_T6_1,Signature,-0.3441884442472895
Lef1_T6_2,Signature,0.0150006960470284
Lef1_T6_3,Signature,-0.2985752645566261
Lefty1_M7,Signature,-0.0752107194585278
Lgals1_B3,DEG,0.3104072890052201
Lgals1_M4,DEG,0.9614286514278576
Lgals1_O13,DEG,0.1389196619108111
Lgals1_T2,DEG,0.0879638361687537
Lgals3_M1,DEG,0.3034811357064952
Lgals3_M3,DEG,0.5244986054555753
Lgals3_M4,DEG,0.2848320779868969
Lgals3_M7,DEG,0.5790402799651547
Lgals3_T4,DEG;Signature,0.6351578976205896
Lgmn_M1,Signature,0.1034557510106432
Lgmn_M3,DEG,1.7891896691874607
Lilr4b_M3,DEG,0.5108723744023724
Lilr4b_T0,Signature,-0.9080342060825272
Lilrb4a_M0,DEG,-0.6734826018640524
Lilrb4a_M3,DEG,0.2442106470929873
Lilrb4a_M5,DEG,-0.7108182252214881
Lilrb4a_T0,Signature,0.1765487537964851
Limd2_M5,DEG,-0.6328730439885386
Limd2_T5,DEG,-0.7003817817403675
Litaf_M2,DEG,0.2644910578707668
Litaf_M3,DEG,0.374541315988561
Litaf_M4,DEG,0.3411873405175465
Llph_B5,DEG,0.1743549117659903
Llph_M3,DEG,-0.3505865810543136
Lman1_B3,DEG,-0.1654260554653564
Lman2_M4,DEG,-0.6624629460374776
Lman2_M5,DEG,-1.0828584127219587
Lmna_B3,DEG,2.949714082040245
Lmna_M1,DEG;Signature,0.7913713143507515
Lmna_O10,DEG,0.3411628441075926
Lmna_T7,Signature,
Lmnb1_B1,DEG;Signature,0.3528369754422557
Lmnb1_M2,DEG;Signature,0.2014578731834526
Lmnb1_M4,DEG,0.2220265516711358
Lmo4_T8,Signature,-0.7593477625748908
Lnpep_B1,Signature,-0.2222837599643435
Lnpep_M4,DEG,-1.1608781408083058
Lockd_T5,DEG,0.8766154878350655
Lpar6_M4,DEG,0.8630957222672435
Lpcat2_M1,DEG,-0.5826699520251706
Lpcat2_M3,DEG,0.8243747749713749
Lpgat1_M7,DEG,0.6276029387880111
Lrg1_M2,Signature,
Lrp8_M7,Signature,0.3228008825322985
Lrrc8d_M1,DEG,0.7251499301537961
Lrrc8d_M3,DEG,1.6221757676572013
Lrrfip1_M3,DEG,-0.5825738422370157
Lrrk1_M4,DEG,-1.4863851330085334
Lsm12_M3,DEG,-0.1729814953801837
Lsm6_M4,DEG,-0.2588640757168292
Lsp1_T4,DEG,-0.4214611651591717
Lsp1_T5,DEG,-0.2619671830612629
Lst1_M0,DEG,-0.2358127256141005
Lst1_M1,DEG,-0.3296516494208872
Lst1_M3,DEG,0.9167096803734291
Lst1_M5,DEG,-1.3534024496660293
Ltb_B1,DEG;Signature,-0.204914457076532
Ltb_T1,DEG,-0.2864839943054413
Ltb_T5,DEG,-0.4803380885653521
Luc7l2_B2,DEG,-0.1156945441375464
Luc7l2_B5,DEG,-0.3071001997845497
Luc7l2_M0,DEG,-1.859933007301399
Luc7l2_M1,DEG,-0.2776584430619365
Luc7l2_M3,DEG,-0.1900749754332065
Luc7l2_T1,DEG,-0.2343671560107014
Luc7l2_T2,DEG,-0.2315986219029964
Luc7l2_T4,DEG,-0.1800028079761963
Luc7l2_T6,DEG,-0.4980572898163682
Ly6a_B1,DEG,-0.9999846438247229
Ly6a_B3,DEG,-0.6025586137967338
Ly6a_M0,Signature,
Ly6a_M5,DEG,-1.882757996090156
Ly6a_M7,DEG,-1.004203521286843
Ly6a_O10,DEG,-0.4481930055058972
Ly6a_T0,DEG,-0.955267870003039
Ly6a_T4,DEG,-1.1524900436431331
Ly6a_T5,DEG,-0.9097652692113892
Ly6c2_B3,DEG;Signature,-0.8313378844970252
Ly6d_B1,DEG,-0.6999087737757935
Ly6d_B3,DEG,0.4912703443705805
Ly6d_M7,Signature,0.0769400348718733
Ly6e_B3,DEG,0.1877376884911893
Ly6e_M0,DEG,-0.1842340528956138
Ly6e_M1,DEG,-0.2453848643663642
Ly6e_M4,DEG,-0.2206208041568997
Ly6e_M5,DEG,-0.3197764178379887
Ly6e_T1,DEG,-0.4256618362370471
Ly6e_T2,DEG,0.0728669698184709
Ly6e_T3,DEG,-0.7381754748671879
Ly6e_T4,DEG,-0.1118133350662616
Ly6i_M0,Signature,
Ly86_B1,DEG,-1.538002967086444
Ly86_M3,DEG,0.3816035840232326
Ly86_M4,DEG,-0.7738010065569589
Lyn_B0,DEG,0.3145252772158946
Lyn_B1,DEG,0.2735115749435773
Lyn_M3,DEG,0.6196056639480899
Lyn_M4,DEG,0.2499914219164334
Lyn_M7,DEG,0.2086278426544567
Lyst_M2,Signature,-0.4244998257065249
Lyz2_B7,Signature,
Lyz2_M0,DEG,-0.1541151330138684
Lyz2_M1,DEG,-0.1089666347731906
Lyz2_M3,DEG,1.3114364727525882
Lyz2_M5,DEG,-0.6682610329249625
Lyz2_T0,Signature,
Lztfl1_B3,DEG,0.4319951507129858
M6pr_M0,DEG,-0.7970417160039228
Macf1_M1,DEG,-0.9368092581133424
Maf_B6_0,Signature,0.7625992384263742
Maf_T1,DEG;Signature,0.2256318803909346
Maf_T2,DEG;Signature,0.728638473922681
Maf_T5,DEG,1.1728763478877655
Mafb_M0,DEG,-0.6681309663341005
Mafb_M5,DEG,-3.481137266795815
Malat1_B1,DEG,0.0389623257053688
Malat1_B7,Signature,0.1109811390296246
Malat1_M2,DEG,0.0363227328442467
Malat1_T0,DEG,0.0404772147046374
Malat1_T2,DEG,0.103206066854808
Malat1_T3,DEG,0.0266860101438291
Malat1_T4,DEG,0.0216545866513196
Malat1_T5,DEG,0.1479141760125722
Malt1_B2,Signature,-0.0541256119273774
Malt1_B5,DEG,-0.6699373276104799
Malt1_M0,DEG,-0.6691223898468495
Malt1_M1,DEG,-0.2264905381325138
Malt1_M3,DEG,-0.2897736196309484
Malt1_M4,DEG,0.9945415618407318
Malt1_M5,DEG,-0.3637349722583891
Malt1_T2,DEG,0.5946553395147094
Man1a_B1,DEG,0.067181711630417
Man1a_B3,DEG,0.2458709342933724
Man1a_M1,DEG;Signature,0.3024644555403767
Man1a_M3,DEG,0.8053695551853354
Man1a_M5,DEG,0.5216118046549169
Man2b1_M0,DEG,-2.662477664222856
Man2b1_M1,DEG,-0.5195881066924672
Manf_B3,DEG,0.1705629087444632
Manf_M0,DEG,-2.0896142872560945
Manf_M1,DEG,0.2360349683901299
Manf_M3,DEG,0.4543308886598863
Map1lc3b_B1,DEG,0.2010306019879606
Map1lc3b_B3,DEG,0.1184029608320872
Map1lc3b_M0,DEG,-0.7136286923963528
Map1lc3b_M3,DEG,0.1848963279894306
Map1lc3b_T1,DEG,0.1515472842670508
Map1lc3b_T2,DEG,0.0896706479265713
Map1lc3b_T3,DEG,0.2624165902029731
Map2k3_M1,DEG,0.4388418412111015
Map2k3_M4,DEG,1.000107551908711
Map3k14_M3,Signature,
Map3k14_M4,DEG,1.0140399699962908
Map3k1_B5,DEG,-1.5336168404144228
Map3k1_M5,DEG,0.588469989729657
Map4k4_M1,DEG,0.5699671169345275
Map4k4_M3,DEG,-0.3928867807172752
Map4k4_M4,DEG,0.4464833371731177
Map7d1_M1,DEG,-0.4451359251992468
Mapk1_M4,DEG,0.3715217511205361
Mapkapk2_M0,DEG,-0.9507102386206376
Mapkapk2_M1,DEG,-0.248856404285625
Mapkapk2_M3,DEG,0.3605051485169237
Mapre1_B4,DEG,-1.00120418654108
Marc2_B3,DEG,0.0718383412966568
March5_M4,DEG,-1.0160404223876387
March7_M3,DEG,-0.5791236385187439
March7_T5,DEG,0.4804530713745379
Marcks_M0,DEG,-0.3801779297599051
Marcks_M3,DEG,0.440912237280288
Marcks_M4,DEG,0.1170551651999759
Marcksl1_M0,DEG,-2.9618644726235828
Marcksl1_M1,DEG,-1.0673606178549937
Marcksl1_M5,DEG,-1.4653659556177538
Mast4_B3,DEG,0.4675286668322604
Mast4_T7,DEG,0.4428385024526801
Mat2a_B5,DEG,2.0795914317835056
Mat2a_M3,DEG,2.1514981469884447
Mat2a_O13,DEG,-2.021173872777944
Mbd2_B4,DEG;Signature,0.2502307418366688
Mbd2_T1,DEG,0.4591597230210538
Mbd2_T2,DEG,0.6870255550423161
Mbd2_T3,DEG,-1.8074217662259489
Mbd2_T4,DEG,0.1158966450823818
Mbd2_T5,DEG,0.3199370897806305
Mbnl1_B1,DEG,-0.1464563130368658
Mbnl1_B2,DEG,-0.1493866017598056
Mbnl1_B4,DEG,-0.1108759856155713
Mbnl1_B5,DEG,-0.2402799944581823
Mbnl1_M3,DEG,-0.3020135148477696
Mbnl1_M4,DEG,-0.3522301375091922
Mbnl1_T1,DEG,-0.1455826492963501
Mbnl1_T2,DEG,-0.1108198132152973
Mbnl1_T3,DEG,-0.1064987536337641
Mbnl1_T4,DEG,-0.1335448797543775
Mbnl1_T5,DEG,-0.1660712974665134
Mbnl1_T6,DEG,0.1738971826865609
Mbnl2_M4,DEG,0.3592695782127382
Mcl1_B1,DEG,-0.1898092251161759
Mcl1_B3,DEG,-0.1354005078961244
Mcl1_M1,DEG,0.0919972691871952
Mcl1_M2,DEG,-0.0760713758738045
Mcl1_M3,DEG,0.2229883586366123
Mcl1_M4,DEG,0.2540735423434843
Mcl1_T1,DEG,-0.1768798488993777
Mcl1_T2,DEG,-0.2765491149808483
Mcl1_T3,DEG,-0.2857798027944227
Mcl1_T4,DEG,-0.2810541824084961
Mcl1_T5,DEG,-0.2717419545461633
Mctp1_M4,Signature,-0.3700089194042745
Mctp2_M7,Signature,-0.405910023864792
Mcur1_M4,DEG,-2.5277687769882844
Mdh1_M4,DEG,-0.2757203670656916
Mdh2_M3,DEG,-1.5583416958101264
Mdh2_M4,DEG,-0.2562259268033213
Mef2c_B1,DEG,-0.3236444638141672
Mef2c_B4,DEG,-0.1146078070762187
Mef2c_B5,DEG,-0.2788167441121689
Metap2_T5,DEG,-0.3789747616957356
Metrnl_O7,Signature,
Mfsd1_M3,DEG,1.7878382191581228
Mgat2_M4,DEG,0.9845323528694196
Mgl2_M1,Signature,
Mgst1_M0,Signature,
Mia2_M4,DEG,-0.5257627469793198
Micos10_M0,DEG,-0.7789586312839264
Micos10_T4,DEG,-0.393034449566038
Mier1_T1,DEG,0.2971409466634346
Mier1_T2,DEG,0.5931803220088102
Mier1_T4,DEG,0.1635346693626361
Mier1_T5,DEG,0.4040374406378409
Mif_B5,DEG,0.2071817964441822
Mif_M0,DEG,-0.824058237890356
Mif_M3,DEG,-0.1853951601912103
Mif_M5,DEG,-0.4457852053702326
Mif_T2,DEG,-0.1960464180362474
Mif_T3,DEG,-0.3291657430220524
Mif_T4,DEG,-0.1480852410210824
Mif_T5,DEG,-0.2731439128463495
Mki67_B8,Signature,-0.2996806680782103
Mkrn1_M3,DEG,-0.4679388178668676
Mkrn1_M4,DEG,-0.3574572976086713
Mmp14_M1,DEG,-0.9267480344468706
Mmp9_M2,Signature,-1.97382351851226
Mmrn2_O10,Signature,0.5612284101886552
Mndal_M5,DEG,-2.9971403692870062
Mob1a_M1,DEG,0.313690472912075
Mob1a_M5,DEG,0.3441296776681929
Mob1a_T5,DEG,0.2914489519202119
Morf4l1_B3,DEG,0.2543847445942536
Morf4l2_M5,DEG,0.6027785283157941
Mpc1_B3,DEG,0.266404931574132
Mpc1_B5,DEG,0.2955626444793088
Mpc1_M3,DEG,-0.2042252458796043
Mpc1_M4,DEG,0.4034846360141974
Mpeg1_M0,DEG,-0.391339442263715
Mpeg1_M3,DEG,1.40236515751294
Mpeg1_M4,DEG,-0.1276530613361821
Mpeg1_M5,DEG,-0.7001975411468793
Mpp7_T7,DEG,0.2745508703946061
Mrpl14_M4,DEG,-0.6847993452467042
Mrpl18_M4,DEG,-0.8415742983194789
Mrpl20_B3,DEG,0.0670429478223529
Mrpl30_B3,DEG,-0.5560109140777106
Mrpl33_M0,DEG,-0.6258417266128024
Mrpl33_M3,DEG,-0.3912758393529196
Mrpl33_T4,DEG,-0.1669677974123983
Mrpl52_B1,DEG,-0.2819920236962817
Mrpl52_M0,DEG,-0.4564817343282628
Mrpl52_M3,DEG,-0.1993684924879122
Mrpl57_B3,DEG,-0.3102545837774211
Mrpl57_M4,DEG,-0.3826551058517419
Mrpl57_T5,DEG,-0.6471965188368656
Mrps15_M4,DEG,-0.7471206336781976
Mrps16_M4,DEG,-0.5064226445593106
Mrps16_T5,DEG,-0.5712215907830359
Mrps24_B3,DEG,0.1621379315490584
Mrps24_M4,DEG,-0.3809607301125195
Mrps36_T5,DEG,-2.2039295455886165
Ms4a1_B1,DEG,-0.397771577098522
Ms4a1_B4,DEG,0.0052171483621016
Ms4a4b_B6_0,Signature,
Ms4a4b_M5,Signature,
Ms4a4b_T0,DEG;Signature,-0.283067195872259
Ms4a4b_T1,DEG,-0.7706810268998885
Ms4a4b_T3,DEG;Signature,-0.2337346127901471
Ms4a4b_T5,DEG,-1.2589686218855554
Ms4a4b_T6,DEG,-0.1673786565896312
Ms4a4c_M0,Signature,
Ms4a6b_M0,DEG,-1.5897443954851382
Ms4a6b_M1,DEG,-0.6587306759941649
Ms4a6b_M5,DEG,-1.6363445061964743
Ms4a6b_T0,DEG;Signature,-0.3825941243619575
Ms4a6b_T5,DEG,-0.8035265310688848
Ms4a6b_T6,DEG;Signature,-0.2564104802966105
Ms4a6c_M0,DEG,-0.2873422268743428
Ms4a6c_M1,DEG,-0.2213982571948363
Ms4a6c_M3,DEG,0.0264742910228667
Ms4a6c_M5,DEG,-1.1067094741847092
Ms4a6d_M0,DEG;Signature,-0.7106736429591883
Ms4a6d_M1,DEG,-0.4311751080370366
Ms4a7_M1,Signature,-0.6269598779154979
Msn_B1,DEG,-0.0920460400377904
Msn_M0,DEG,-0.4637253812399061
Msn_M3,DEG,-0.3919354313997001
Msn_O13,DEG,-1.7952684524703
Msn_T3,DEG,-0.2017163584308341
Msn_T4,DEG,-0.1159271575963889
Msr1_M1,DEG,-0.3649413602839099
Msrb1_M0,DEG,-1.069613798505439
Msrb1_M1,DEG,-0.6818129097211245
Msrb1_M5,DEG,-0.950074641723761
Mt1_B3,DEG,0.4979109088147184
Mt1_M0,DEG,-0.6769071162035383
Mt1_M3,DEG,0.3934314940441643
Mt1_O7,DEG,0.3605468612649961
Mt2_O7,Signature,2.021097948990896
Mtch2_M4,DEG,-1.049895472386949
Mtdh_B1,DEG,-0.3992735963185229
Mtdh_B3,DEG,0.1664709708390423
Mtdh_B4,DEG,-0.642284997830252
Mtdh_B5,DEG,-0.6696106899625338
Mtdh_M4,DEG,-0.3592721007633013
Mtf2_B4,DEG;Signature,0.4843433862322756
Mtpn_M0,DEG,-1.21878665562569
Muc3_O15,Signature,
Mxd1_M0,DEG,-0.9104356536164582
Mxd1_M1,DEG,-0.5913584035802737
Mxd1_M2,DEG;Signature,-0.0899295982025248
Mxd1_M3,DEG,-1.018182566054496
Mxd1_M5,DEG,-0.6599622625969361
Mxi1_T5,DEG,0.5116717220688947
Myc_B5,Signature,-0.1092570219737883
Mycbp2_B1,DEG;Signature,0.0053195613501245
Mycbp2_B5,DEG,-0.3318259196975073
Myh9_M1,DEG,-0.3958810689826908
Myh9_M3,DEG,-0.522068923468579
Myh9_T1,DEG,-0.1976220351884168
Myh9_T3,DEG,-0.7479985945571229
Myh9_T4,DEG,-0.2848656746788644
Myl12a_M0,DEG,-0.7397924368011537
Myl12a_M3,DEG,-0.3076734722045253
Myl12a_O13,DEG,0.2556119383643571
Myl12a_O7,DEG,-0.5019042932183279
Myl12a_T1,DEG,0.0223870098494747
Myl12a_T2,DEG,0.1060409976539765
Myl12a_T3,DEG,-0.2280167070786183
Myl12b_B1,DEG,-0.1293025136644139
Myl12b_B5,DEG,-0.4556958563645228
Myl12b_M3,DEG,-0.4772912538780435
Myl12b_T2,DEG,0.1890361323984974
Myl12b_T3,DEG,-0.2354891876158335
Myl12b_T5,DEG,0.1912442881896285
Myl6_B0,DEG,0.1810219512271661
Myl6_B3,DEG,0.2516669644469881
Myl6_M2,DEG,0.2810421746318645
Myl6_M3,DEG,-0.1571112317421359
Myl6_M5,DEG,0.072152886812408
Myl9_O13,Signature,0.6884679392715778
Myof_M0,Signature,
Mzb1_B3,DEG,-0.0735315198397542
N4bp2l2_B1,DEG,-1.336304094348896
N4bp2l2_B5,DEG,-0.3806793300005394
Naaa_M4,DEG;Signature,-0.3921703972194044
Nab1_T5,DEG,-0.3268800702182804
Nabp1_M6,Signature,0.1566835836346972
Naca_B1,DEG,-0.0637182417309311
Naca_M3,DEG,-0.3182784178254795
Naca_T2,DEG,-0.1108927534958762
Naca_T5,DEG,-0.0797541993327913
Naca_T7,DEG,0.0289789014623112
Naga_M4,DEG,-0.5151868420322052
Nampt_M4,DEG,-2.5997719994427144
Nampt_M5,DEG,-2.650001934364469
Nap1l1_B1,DEG,-0.2403174554334213
Nap1l1_B4,DEG,0.1676885348137149
Nap1l1_M0,DEG,-2.4178313697929856
Nap1l1_M3,DEG,-0.6371653431021972
Nap1l1_T3,DEG,-2.597432448720027
Napsa_B1,DEG,-0.1300710782738829
Napsa_B4,DEG,-0.3742347440970883
Napsa_B5,DEG,-0.2993917310563062
Napsa_M3,Signature,
Napsa_M4,DEG,-0.2656078922501046
Nars_B3,DEG,0.513917223988028
Nars_M4,DEG,0.470562795964086
Nbl1_O13,DEG;Signature,1.5180076159479858
Ncam1_O4,Signature,1.1728465701222497
Ncapg2_B8,Signature,-0.2241175185317788
Ncf1_B5,Signature,-1.028896643335182
Ncf1_M4,DEG,-0.4428859514297645
Ncf2_M1,DEG,0.1961019018906185
Ncf2_M3,DEG,1.3930754050835814
Ncf2_M6,Signature,0.3137575108329816
Ncf4_M0,DEG,-0.3181611201494451
Ncf4_M3,DEG,0.2846508134882899
Nckap1l_M1,DEG,-0.5749718363607101
Ncl_B0,Signature,0.103447170271341
Ncl_B1,DEG,0.1739874282894855
Ncl_B3,DEG,0.2549170679407764
Ncl_B5,DEG;Signature,0.1866891217247726
Ncl_M5,DEG,0.1451698673706382
Ncl_O7,DEG,0.420494894891818
Ncl_T0,DEG,0.2097055648902531
Ncl_T1,DEG,0.1436580045383204
Ncl_T2,DEG,0.0590873485893956
Ncl_T3,DEG,0.1543297237692041
Ncoa7_M4,DEG;Signature,-0.5244458632786573
Ncoa7_T7,Signature,-0.3714443749669373
Ncor1_T1,DEG,0.1782323360897875
Ncor1_T2,DEG,0.1535301494267733
Ndfip1_B1,DEG,0.4586527557161617
Ndfip1_B3,DEG,0.1114423966218322
Ndfip1_T0,DEG,0.3285001171154451
Ndfip1_T1,DEG,0.2082132441128797
Ndfip1_T2,DEG,0.1207198945187787
Ndfip1_T3,DEG,0.2529260773179956
Ndfip1_T4,DEG,0.1567476844815745
Ndfip1_T5,DEG,0.1230270760907142
Ndufa10_T5,DEG,-1.843459918055561
Ndufa12_M4,DEG,-0.762978786880449
Ndufa12_T5,DEG,-0.3575833155731018
Ndufa13_B1,DEG,-0.721716099957143
Ndufa13_M0,DEG,-0.1997347083726176
Ndufa13_M3,DEG,-0.3523791943071199
Ndufa13_O7,DEG,-0.8994737899273547
Ndufa13_T2,DEG,-0.1341573809392826
Ndufa13_T4,DEG,-0.2077912753437236
Ndufa1_B3,DEG,-0.1504810442687685
Ndufa1_M0,DEG,-0.7014386990124863
Ndufa1_M3,DEG,-0.3231723686673734
Ndufa1_T4,DEG;Signature,-0.526464575235884
Ndufa2_B1,DEG,-0.1436532869244039
Ndufa2_T3,DEG,-0.7422056926596179
Ndufa2_T4,DEG,-0.1867147553409892
Ndufa4_B3,DEG,0.208289565900892
Ndufa4_M3,DEG,-0.3403099794990919
Ndufa4_T1,DEG,0.0563660501856309
Ndufa4_T2,DEG,0.0130066028053635
Ndufa6_B1,DEG,-0.1212446196262632
Ndufa6_M0,DEG,-0.9107693656482572
Ndufa6_M3,DEG,-0.6385583361409759
Ndufa7_M0,DEG,-1.2263400068940649
Ndufa7_M3,DEG,-0.4033013450356622
Ndufa7_T4,DEG,-1.269746812260976
Ndufab1_M4,DEG,-0.3790024170218707
Ndufb1-ps_B5,DEG,-0.6010826676511174
Ndufb1-ps_M3,DEG,-0.2537231098421048
Ndufb1-ps_T2,DEG,-0.205955591153099
Ndufb1-ps_T3,DEG,-0.7101471029860882
Ndufb1-ps_T4,DEG,-0.4280735462968907
Ndufb1-ps_T7,DEG,-2.4461151298433434
Ndufb10_B3,DEG,0.2215556098956861
Ndufb10_M3,DEG,-0.6490137342668452
Ndufb11_B1,DEG,-0.137007020301881
Ndufb11_M1,DEG,-0.2607875567121002
Ndufb11_M3,DEG,-0.5155856797160323
Ndufb11_M4,DEG,0.0956253594071029
Ndufb3_M3,DEG,-0.7188782197354984
Ndufb3_T5,DEG,-0.2071612643221843
Ndufb5_M1,DEG,-0.2733812617545403
Ndufb5_M3,DEG,-0.4155765737502746
Ndufb7_M3,DEG,-0.4546606153335742
Ndufb7_M4,DEG,-0.238218350437921
Ndufb7_T4,DEG,-1.4739598901591613
Ndufb8_M0,DEG,-1.0444737267963338
Ndufb8_M3,DEG,-0.3016168795067472
Ndufb9_M0,DEG,-2.3862421917158216
Ndufb9_M3,DEG,-0.2780236497440445
Ndufb9_M4,DEG,-0.2272106972011109
Ndufc1_M0,DEG,-1.7062688568875144
Ndufc1_M3,DEG,-0.2724271148983117
Ndufc2_B3,DEG,0.261252023842356
Ndufc2_M0,DEG,-1.07350307448894
Ndufs3_B3,DEG,-0.3624414342715433
Ndufs5_B3,DEG,-0.1656262549161067
Ndufs6_M1,DEG,-2.423417617871376
Ndufs6_M3,DEG,-2.8538757796368586
Ndufs8_B3,DEG,-0.2702874403186414
Ndufv2_M4,DEG,-0.488187336674209
Ndufv3_M1,DEG,-0.6727285876849602
Ndufv3_M3,DEG,-0.5903659456541634
Ndufv3_M4,DEG,-0.3705868648817502
Ndufv3_M5,DEG,-0.5741242091119327
Neat1_B3,DEG,-0.7247041899252867
Neat1_M3,DEG,-0.2767411613873515
Nedd8_B3,DEG,0.2630926066228634
Nedd8_M0,DEG,-0.1996231043050639
Nedd8_M3,DEG,-0.4315303028520276
Nedd8_T7,DEG,-0.4966947196466146
Neurl3_B0,Signature,
Neurl3_M3,DEG,-1.4708493320550196
Neurl3_M5,DEG,0.7527985562114885
Nfe2l2_M3,DEG,0.4450284567793562
Nfe2l2_M4,DEG,0.3567109682561166
Nfkb1_M1,DEG,0.2491737581720321
Nfkb1_M3,DEG,0.6796105304411668
Nfkbia_B3,DEG,-0.6677599913691018
Nfkbia_M0,DEG,-0.3499611453413435
Nfkbia_M3,DEG,0.3585929815307169
Nfkbia_M4,DEG,-0.7965058828862432
Nfkbia_O10,DEG,0.3131665023565121
Nfkbia_T1,DEG,-0.6588053504926721
Nfkbia_T2,DEG,-0.3641019550686901
Nfkbia_T4,DEG,-0.2514740774139544
Nfkbia_T5,DEG,-0.7784209281708365
Nfkbid_B5,Signature,0.1077326857321011
Nfkbie_M0,DEG,-0.5822709416308128
Nfkbiz_M5,DEG,-0.8945326342313781
Ninj1_M0,DEG,-0.560613473604928
Ninj1_M3,DEG,1.213243602756111
Ninj1_M5,DEG,-0.6289075760482054
Nkg7_T0,DEG;Signature,-0.954060275966371
Nkg7_T3,DEG;Signature,-0.3105019956680013
Nktr_B4,DEG,-0.546421406066043
Nktr_M0,DEG,-2.139532343979626
Nktr_T1,DEG,-1.8418547511349568
Nktr_T4,DEG,-0.8348474888912611
Nlrp3_M0,DEG,-0.9684721017140444
Nlrp3_M3,DEG,0.8889124282629626
Nlrp3_M5,DEG,-1.426584221303547
Nme1_B5,DEG,0.1594498419028915
Nme1_T5,DEG,-0.2915819186391369
Nme2_B1,DEG,-0.1152085277514271
Nme2_B3,DEG,0.062416663511875
Nme2_B5,DEG,0.1602419666886416
Nme2_M3,DEG,-0.2475442855756138
Nme2_T2,DEG,0.0951243369215415
Nme2_T3,DEG,-0.2141904114188737
Nmt1_M4,DEG,-2.5880880591014703
Nol7_B3,DEG,0.0136610306163267
Nono_M4,DEG,-0.3796083186743425
Nop10_B3,DEG,-0.7594878469857518
Nop10_M3,DEG,-0.5670523366968043
Nop10_M4,DEG,-0.3045904101557072
Nop10_T5,DEG,-0.3773670533062239
Nop53_B4,DEG,-0.4128321211067469
Nop58_B5,DEG,0.308581407295361
Notch1_M6,Signature,2.5423509964483166
Npc2_B3,DEG,0.0941455748552013
Npc2_M0,DEG,-0.0720562531324487
Npc2_M3,DEG,0.508301901052746
Npc2_M5,DEG,-0.474355879439425
Npc2_T2,DEG,-0.2249181929028732
Npm1_B1,DEG,-0.034261276663861
Npm1_B3,DEG,0.1486077550181004
Npm1_B5,DEG,0.1273261735057012
Npm1_M3,DEG,-0.2605098354059668
Npm1_M5,DEG,0.0589974273672396
Npm1_T1,DEG,0.0803066204189598
Npm1_T3,DEG,0.0446814681749419
Npm1_T5,DEG,-0.1205348736780574
Nptn_M3,DEG,0.7447483559863015
Nr3c1_T1,Signature,
Nr3c1_T2,DEG;Signature,1.865142001590888
Nr3c1_T4,DEG,0.239281185830873
Nr3c1_T5,DEG,1.4164050763236773
Nr3c1_T8,Signature,0.088545797419224
Nr4a1_B5,Signature,-0.1263596316140462
Nr4a2_T3,Signature,0.148439125797583
Nr4a2_T6_3,Signature,-0.3861819903484967
Nr4a3_B5,DEG;Signature,0.2724364829321459
Nr4a3_M3,Signature,
Nr4a3_M5,DEG,1.2287069890264686
Nrd1_B3,DEG,-0.5182360804142083
Nrip1_M4,DEG,-0.5537133808265309
Nrip1_M5,DEG,0.4172141793082742
Nrip1_T1,DEG,0.4009082832797503
Nrip1_T2,Signature,0.0561883849313801
Nrip1_T5,DEG,2.7217615616240765
Nrros_M3,DEG,0.664624816720455
Nsa2_M3,DEG,-0.4801651837700476
Nsd1_M4,DEG,-0.5502772308302399
Nsd3_T5,DEG,0.2347042220954343
Nt5c_M4,DEG,-0.726105744130688
Nubp1_M4,DEG,-0.9147178522024602
Nubp1_T5,DEG,-1.100708534041325
Nucks1_B1,DEG,0.0458558223478268
Nucks1_B4,DEG,-0.3373663437966631
Nucks1_M4,DEG,-0.5722916268298777
Nudt4_M2,DEG;Signature,0.2003353680046559
Nusap1_T5,Signature,-0.4654256975307649
Oaz1_M3,DEG,-0.1542806810709603
Oaz1_T1,DEG,0.071565782445055
Oaz1_T6_1,DEG,0.2085648590143628
Odc1_B1,DEG;Signature,0.1103306513725536
Odc1_B3,DEG,0.14244884175162
Odc1_M4,DEG,0.4454049055722728
Odc1_T7,DEG;Signature,0.4166935532405856
Olfm1_M4,DEG,-2.2258506325900447
Olfml3_O4,Signature,-0.2622582799536688
Orai1_M4,DEG,0.6021579042072789
Ost4_B1,DEG,0.1577286717059748
Ost4_B3,DEG,0.0972455116469682
Ost4_M0,DEG,-0.3039929873783726
Ostf1_B1,Signature,-0.1220191790728117
Ostf1_M0,DEG,-1.1319474552151103
Ostf1_M1,DEG,-0.2609992530631524
Ostf1_M3,DEG,-0.4582442266214488
Ostf1_M4,DEG,-0.3244610052615966
