Edge Name,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw0_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw0_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw1_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw1_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw10_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw10_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw2_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw2_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw3_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw3_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw4_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw4_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw5_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw5_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw6_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw6_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw7_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw7_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw8_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw8_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw9_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw9_sign,Present_Count
Gm26917_B7<==>mt-Nd1_M5,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,1
Gm2a_M3<==>H2-Q7_T5,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm2a_M3<==>H2-T22_O10,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm2a_M3<==>Itgax_M3,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm2a_M3<==>Laptm5_B1,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,1
Gm2a_M3<==>Mcl1_T5,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Gm2a_M3<==>Ms4a6b_T0,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,1
Gm2a_M3<==>Ms4a6b_T5,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm2a_M3<==>Ndufb9_M0,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,1
Gm2a_M3<==>Pabpn1_T5,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,1
Gm2a_M3<==>Plaat3_M5,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Gm2a_M3<==>Prdx5_M5,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,1
Gm2a_M3<==>Psma6_M5,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Gm2a_M3<==>Psmb8_T4,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Gm2a_M3<==>Rpl35a_M3,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm2a_M3<==>Rps8_M5,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm2a_M3<==>Samhd1_M4,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Gm2a_M3<==>Sec62_T5,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,1
Gm2a_M3<==>Snrpd2_T2,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm2a_M3<==>Tmsb10_M0,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,1
Gm2a_M3<==>Tspo_M4,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Gm2a_M3<==>Txn1_M2,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,1
Gm2a_M3<==>Txn1_M3,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm2a_M3<==>Txn1_M4,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,1
Gm2a_M3<==>Ubxn4_M4,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Gm2a_M3<==>Unc93b1_M5,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Gm42418_B0<==>Gm42418_B1,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B0<==>Gm42418_B4,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Gm42418_B0<==>Gm42418_T2,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Gm42418_B0<==>Gm42418_T3,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Gm42418_B0<==>Ighv1-69_B3,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B0<==>Ivns1abp_T5,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B0<==>Ncoa7_T7,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B0<==>Nedd8_M0,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B0<==>Psmb8_B2,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Gm42418_B0<==>Rpl27_T2,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Gm42418_B0<==>Rpl29_B1,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B0<==>Rps15a_M3,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B0<==>Rsbn1l_T3,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B0<==>Serp1_B1,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Gm42418_B0<==>Sirpa_M5,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B0<==>Spop_M3,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Gm42418_B0<==>Tmsb4x_T2,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Gm42418_B0<==>Tra2b_T2,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,1
Gm42418_B0<==>Xist_M1,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,1
Gm42418_B0<==>mt-Atp6_B0,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B0<==>mt-Co3_T3,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Gm42418_B1<==>Gm42418_T0,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,1
Gm42418_B1<==>H2-K1_M0,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Gm42418_B1<==>H2-K1_M2,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,1
Gm42418_B1<==>H3f3a_B0,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Gm42418_B1<==>Igha_B0,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B1<==>Igha_B2,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Gm42418_B1<==>Ighv1-26_B2,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Gm42418_B1<==>Ighv1-69_B3,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Gm42418_B1<==>Ighv1-83_B3,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B1<==>Mxd1_M3,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,1
Gm42418_B1<==>Ncf1_M4,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B1<==>Nktr_T1,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B1<==>Podxl_O10,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B1<==>Prrc2c_T2,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,1
Gm42418_B1<==>Psmb1_T4,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,1
Gm42418_B1<==>Ptpn22_T4,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Gm42418_B1<==>Rab43_M4,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B1<==>Rora_T3,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,1
Gm42418_B1<==>Rpl23a_T2,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B1<==>Rpl27_T2,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Gm42418_B1<==>Rpl29_T5,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,1
Gm42418_B1<==>Rpl35_T2,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,1
Gm42418_B1<==>Rpl7a_T2,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Gm42418_B1<==>Rplp0_T2,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B1<==>Rps13_B5,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Gm42418_B1<==>Rps13_M3,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Gm42418_B1<==>Rps17_T1,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B1<==>Rps23_B0,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Gm42418_B1<==>Rps25_T5,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,1
Gm42418_B1<==>Sp140_B2,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,1
Gm42418_B1<==>Tapbp_M5,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,1
Gm42418_B1<==>Tmf1_B4,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B1<==>Tnfaip2_M5,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B1<==>Ube2d3_T2,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B1<==>Zfp36l1_B1,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B1<==>mt-Cytb_T4,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Gm42418_B2<==>Gm42418_B3,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B2<==>Gm42418_B6_0,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B2<==>Grn_M1,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Gm42418_B2<==>Grn_M5,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Gm42418_B2<==>H2-DMa_M4,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,1
Gm42418_B2<==>H2-Q6_M3,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,1
Gm42418_B2<==>H3f3a_B0,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Gm42418_B2<==>Ighm_B0,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B2<==>Iscu_M3,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,1
Gm42418_B2<==>Isg15_M2,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B2<==>Laptm5_M4,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B2<==>Mtdh_B1,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B2<==>Mtdh_B5,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B2<==>Mxd1_M3,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,1
Gm42418_B2<==>Myl6_B0,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Gm42418_B2<==>Ncoa7_T7,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Gm42418_B2<==>Ndufa4_M3,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Gm42418_B2<==>Nktr_T4,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B2<==>Plac8_B5,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Gm42418_B2<==>Ppt1_M1,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,1
Gm42418_B2<==>Ppt1_M4,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Gm42418_B2<==>Ppt2_M0,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,1
Gm42418_B2<==>Rap1a_T5,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B2<==>Rpl24_B2,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,1
Gm42418_B2<==>Selenow_M4,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B2<==>Serp1_B1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,1
Gm42418_B2<==>Tgfbi_M5,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Gm42418_B2<==>Tmf1_B4,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B2<==>Tpr_T1,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B2<==>Tut4_B5,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Gm42418_B2<==>Txn1_B1,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Gm42418_B2<==>Ubald2_M3,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,1
Gm42418_B2<==>Vpreb3_B4,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B2<==>mt-Nd2_B3,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B3<==>Gm42418_T0,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B3<==>Gm42418_T5,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B3<==>Ighv1-80_B3,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Gm42418_B3<==>Ly6a_M5,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B3<==>Mcl1_M2,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B3<==>Ninj1_M0,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,1
Gm42418_B3<==>Pgam1_M5,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,1
Gm42418_B3<==>Podxl_O10,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B3<==>Pomp_M0,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Gm42418_B3<==>Rpl23_M2,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B3<==>Rps13_B1,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Gm42418_B3<==>Rtraf_M4,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B3<==>Sfpq_M3,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Gm42418_B3<==>Sumo2_M0,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B3<==>Ttc39b_M5,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B4<==>Gm42418_B6_0,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Gm42418_B4<==>Gm42418_T5,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Gm42418_B4<==>H2-Oa_M4,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Gm42418_B4<==>Igha_T2,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Gm42418_B4<==>Ighv9-3_B1,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Gm42418_B4<==>Igkv12-44_B5,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,1
Gm42418_B4<==>Igkv3-10_B2,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Gm42418_B4<==>Mif_T3,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,1
Gm42418_B4<==>Ndufa2_T3,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Gm42418_B4<==>Rpl30_B5,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Gm42418_B4<==>Rplp2_T5,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B4<==>Rps13_M3,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Gm42418_B4<==>Rps24_B5,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B4<==>Rps5_M5,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Gm42418_B4<==>Skap2_M5,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B4<==>Sp140_B2,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,1
Gm42418_B4<==>Stat1_M5,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B4<==>Tgm2_M5,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,1
Gm42418_B4<==>Tnfrsf1b_T2,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,1
Gm42418_B5<==>Gm42418_B6_0,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>H2-K1_M0,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>H2-Q7_M5,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>H2-Q7_T7,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Gm42418_B5<==>H3f3a_B0,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Hif1a_T4,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Ifnar2_M3,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Gm42418_B5<==>Igha_B3,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Ighv1-85_B3,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Gm42418_B5<==>Ighv2-2_B2,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Irf8_M3,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Lamp1_M5,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Laptm5_M4,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Ly6a_B1,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Mdh2_M3,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Nckap1l_M1,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Gm42418_B5<==>Ninj1_M0,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,1
Gm42418_B5<==>Pcbp2_T2,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Ppt1_M4,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Gm42418_B5<==>Psme1_M0,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Ptp4a2_T2,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Rab43_M4,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Rhoa_B0,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Gm42418_B5<==>Rpl14_M0,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Rpl21_T2,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,1
Gm42418_B5<==>Rpl29_T5,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Rpl35_T2,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Rplp1_T5,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Rplp2_T5,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Rps13_M7,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Rps15a_M3,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Gm42418_B5<==>Rps25_T5,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Gm42418_B5<==>Serp1_B1,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Sumo2_T3,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Tapbp_M5,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Tmsb4x_B0,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Gm42418_B5<==>Tmsb4x_B2,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Gm42418_B5<==>Tmsb4x_T1,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B5<==>Tomm6_M0,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Gm42418_B5<==>Ubb_B3,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Gm42418_B5<==>mt-Nd2_T4,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B6_0<==>Gm42418_T2,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Gm42418_B6_0<==>H2-Oa_M4,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B6_0<==>H2-Q7_M4,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B6_0<==>Hnrnpf_B1,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Gm42418_B6_0<==>Hsp90aa1_T1,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,1
Gm42418_B6_0<==>Irf8_B5,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,1
Gm42418_B6_0<==>Rogdi_M3,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Gm42418_B6_0<==>Rpl12_M5,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Gm42418_B6_0<==>Rplp2_T1,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Gm42418_B6_0<==>Rps13_B4,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Gm42418_B6_0<==>Rps13_M3,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B6_0<==>Rps8_M5,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Gm42418_B6_0<==>Sp140_B5,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B6_0<==>Tmsb4x_T1,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Gm42418_B6_0<==>Tuba1b_M5,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,1
Gm42418_B6_0<==>mt-Co3_T3,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B6_0<==>mt-Nd1_B5,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Gm42418_B7<==>Hnrnpa1_T4,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Gm42418_B7<==>Ighg1_B0,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Gm42418_B7<==>Ighv1-9_B3,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,1
Gm42418_B7<==>Kmo_M7,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Gm42418_B7<==>Mob1a_T5,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,1
Gm42418_B7<==>Ppia_B1,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Gm42418_B7<==>Ptp4a2_O7,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_B7<==>Rps27l_B1,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Gm42418_B7<==>Ubl5_T5,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Gm42418_M0<==>Gna13_M0,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_M0<==>Hif1a_M0,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Gm42418_M0<==>Ighv9-4_B3,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Gm42418_M0<==>Igkv2-109_B2,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Gm42418_M0<==>Ptpn1_M0,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,1
Gm42418_M0<==>Rgs1_T2,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Gm42418_M0<==>Rps3_T6_2,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,1
Gm42418_M1<==>Igkv6-20_B1,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,1
Gm42418_M1<==>Itm2b_M0,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Gm42418_M1<==>Ly6a_M7,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,1
Gm42418_M1<==>Lyz2_M1,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_M1<==>Ms4a6b_M1,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Gm42418_M1<==>Npc2_B3,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
