Edge Name,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw0_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw0_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw1_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw1_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw10_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw10_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw2_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw2_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw3_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw3_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw4_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw4_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw5_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw5_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw6_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw6_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw7_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw7_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw8_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw8_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw9_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw9_sign,Present_Count
Msrb1_M5<==>Rpl7_T2,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Msrb1_M5<==>Rplp0_B1,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,1
Msrb1_M5<==>Rplp0_T5,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Msrb1_M5<==>Rps15_B1,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Msrb1_M5<==>Samhd1_M4,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,1
Msrb1_M5<==>Shisa5_B2,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Msrb1_M5<==>Srp72_B3,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Msrb1_M5<==>Srrm2_B3,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Msrb1_M5<==>Srsf1_B4,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Msrb1_M5<==>Tspo_M5,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Msrb1_M5<==>Ube2d3_T2,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Msrb1_M5<==>Zyx_M5,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Mt1_B3<==>Nars_B3,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Mt1_B3<==>Ncf2_M1,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Mt1_B3<==>Ncl_B3,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Mt1_B3<==>Npc2_B3,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Mt1_B3<==>Nrip1_T2,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Mt1_B3<==>Ppp2ca_M1,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Mt1_B3<==>Rab2a_B3,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Mt1_B3<==>Rpl21_M4,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Mt1_B3<==>Sh3glb1_B1,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,1
Mt1_B3<==>Sh3glb1_B3,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Mt1_B3<==>Tpt1_O7,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Mt1_M0<==>Ndufa1_M0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Mt1_M0<==>Nusap1_T5,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Mt1_M0<==>Pclaf_T5,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Mt1_M0<==>Pdia3_M0,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Mt1_M0<==>Pdia6_O7,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Mt1_M0<==>Plbd1_M4,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mt1_M0<==>Ppig_B1,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mt1_M0<==>Ptprcap_B1,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Mt1_M0<==>Rpl36a_B5,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Mt1_M0<==>Rps27_T6_2,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Mt1_M0<==>Sec61g_T5,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mt1_M0<==>Slc3a2_M0,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mt1_M0<==>Sumo2_T5,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Mt1_M0<==>Tgif1_M0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Mt1_M0<==>Tmem176b_M1,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mt1_M0<==>Tmsb10_B1,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Mt1_M0<==>Tpt1_B5,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mt1_M0<==>Trbc2_T5,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mt1_M0<==>Ywhab_M0,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Mt1_M0<==>mt-Atp6_T0,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Mt1_O7<==>Sh3bgrl3_B5,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Mt1_O7<==>Slit3_O7,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Mt1_O7<==>Snrpe_B5,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mt1_O7<==>Tmsb4x_T7,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Mt1_O7<==>Tpm3_B3,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mt1_O7<==>Uap1_O7,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,1
Mt1_O7<==>Ube2d3_T4,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Mt1_O7<==>Ugdh_O7,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mt1_O7<==>Vasn_O7,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mt1_O7<==>mt-Nd1_B0,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Mt2_O7<==>Ndfip1_M3,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Mt2_O7<==>Pafah1b1_T1,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mt2_O7<==>Pou2f2_B1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,1
Mt2_O7<==>Rtraf_M4,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mt2_O7<==>Sem1_M3,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mt2_O7<==>Sfpq_T7,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mt2_O7<==>Sh3bgrl3_B5,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Mt2_O7<==>Sh3glb1_B1,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mt2_O7<==>Tra2a_B5,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,1
Mt2_O7<==>Tspan13_M1,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Mt2_O7<==>Uap1_M3,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,1
Mt2_O7<==>Uap1_O7,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mt2_O7<==>Ugdh_O7,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mtch2_M4<==>Ptpn18_T2,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Mtch2_M4<==>Rpl32_B2,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mtch2_M4<==>mt-Atp6_M0,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Mtch2_M4<==>mt-Nd4l_T6,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mtdh_B1<==>Ndufa13_M0,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Mtdh_B1<==>Pgam1_M5,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Mtdh_B1<==>Prdx5_M2,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Mtdh_B1<==>Psma2_T5,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mtdh_B1<==>Ptpn18_T4,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mtdh_B1<==>Rab43_M4,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Mtdh_B1<==>Rpl29_B1,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Mtdh_B1<==>Rpl29_M0,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mtdh_B1<==>Rpl29_T5,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Mtdh_B1<==>Rps11_B2,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Mtdh_B1<==>Rps15_B5,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Mtdh_B1<==>Rsbn1l_T3,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Mtdh_B1<==>Rwdd1_T4,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Mtdh_B1<==>Scand1_B1,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mtdh_B1<==>Serp1_B1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Mtdh_B1<==>Smagp_B4,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mtdh_B1<==>Sri_M4,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Mtdh_B1<==>Sumo2_T4,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Mtdh_B1<==>Tapbp_M5,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mtdh_B1<==>Tent5c_M5,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mtdh_B1<==>Tmem160_M0,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Mtdh_B1<==>Tnfsf8_T1,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Mtdh_B1<==>Tut4_B5,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mtdh_B1<==>Ube2d2a_M0,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Mtdh_B3<==>Ndufb7_M3,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Mtdh_B3<==>Pfn1_M4,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Mtdh_B3<==>Rpn1_B3,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,1
Mtdh_B3<==>Zeb2_M1,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Mtdh_B4<==>Nap1l1_B1,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Mtdh_B4<==>Sh3bgrl3_T7,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mtdh_B4<==>Shisa5_B1,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Mtdh_B5<==>Ninj1_M0,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Mtdh_B5<==>Npm1_B1,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Mtdh_B5<==>Pgam1_M5,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Mtdh_B5<==>Rpl23a_B5,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Mtdh_B5<==>Rps15_B1,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Mtdh_B5<==>Rps15_T2,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Mtdh_B5<==>Rps24_B5,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,1
Mtdh_B5<==>Sp140_B2,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Mtdh_M3<==>Myl6_M5,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mtdh_M3<==>Ptp4a2_B0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Mtdh_M3<==>Rinl_T5,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Mtdh_M3<==>Sh3bgrl3_M5,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Mtdh_M4<==>Prcp_M3,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Mtdh_M4<==>Ptpn18_B1,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mtf2_B4<==>Myl12b_B5,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,1
Mtf2_B4<==>Rhoh_B4,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Mtf2_B4<==>Rnf19b_M5,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,1
Mtf2_B4<==>Txnl1_M3,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,1
Mtpn_M0<==>Npc2_M5,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mtpn_M0<==>Ptp4a2_M0,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Mtpn_M0<==>Rhoh_B2,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Mtpn_M0<==>Rplp2_T2,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Mtpn_M0<==>Rps15_T1,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Mtpn_M0<==>Rps15a_M3,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,1
Mtpn_M0<==>Rps17_T5,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Mtpn_M0<==>Rps18_M3,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Mtpn_M0<==>Rsbn1l_T2,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Mtpn_M0<==>Serf2_T3,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Mtpn_M0<==>Smarca5_T4,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mtpn_M0<==>Ssr4_B1,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mtpn_M0<==>Tgoln1_M0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Mtpn_M0<==>Tmbim6_M0,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mtpn_M0<==>Tmed5_M0,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Mtpn_M0<==>Tmem123_M0,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mtpn_M0<==>Tomm6_M0,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mtpn_M0<==>Ube2d2a_M0,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,1
Mtpn_M0<==>Unc93b1_B4,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mxd1_M0<==>Psmb9_O10,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mxd1_M0<==>Ptgs2_M5,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Mxd1_M0<==>Rpl23_M4,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,1
Mxd1_M0<==>Rpl8_M4,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mxd1_M0<==>Rps19_M4,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Mxd1_M0<==>Sh3bgrl3_M3,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Mxd1_M0<==>Sh3bgrl3_M4,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,1
Mxd1_M0<==>Stat1_M0,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Mxd1_M0<==>Tk1_T5,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mxd1_M1<==>Pomp_B4,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Mxd1_M1<==>Psmb8_B1,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Mxd1_M1<==>Ptgs2_M3,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Mxd1_M1<==>Rhog_M3,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Mxd1_M1<==>Rpl13_M3,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,1
Mxd1_M1<==>Serf2_T4,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Mxd1_M1<==>Soat1_M1,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Mxd1_M1<==>Stk24_T4,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Mxd1_M1<==>Tapbp_M3,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mxd1_M1<==>Tnfaip2_M5,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Mxd1_M1<==>Ubald2_T3,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
Mxd1_M2<==>Ndufa1_M0,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Mxd1_M2<==>Rpl35_T5,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mxd1_M2<==>Rps13_M0,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,1
Mxd1_M2<==>Rps14_M5,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,1
Mxd1_M2<==>Rps24_M5,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,1
Mxd1_M2<==>Saraf_T5,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mxd1_M2<==>Sec61g_T2,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Mxd1_M2<==>Sell_T6_2,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Mxd1_M2<==>Syk_M0,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Mxd1_M3<==>Rgs1_T2,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,1
Mxd1_M3<==>Rpl14_T2,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Mxd1_M3<==>Rpl22l1_M1,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Mxd1_M3<==>Rpl23a_T3,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mxd1_M3<==>Rpl5_B2,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Mxd1_M3<==>Rplp2_T2,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Mxd1_M3<==>Rps11_T2,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Mxd1_M3<==>Rps20_T1,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mxd1_M3<==>Rps23_T2,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Mxd1_M3<==>Samhd1_T6,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mxd1_M3<==>Sdc1_B3,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Mxd1_M3<==>Tapbp_M5,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,1
Mxd1_M3<==>Ubald2_M3,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Mxd1_M3<==>Ubald2_T3,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mxd1_M5<==>Ndel1_M3,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mxd1_M5<==>Nme2_B3,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,1
Mxd1_M5<==>Pdia6_O7,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Mxd1_M5<==>Psmb9_O10,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Mxd1_M5<==>Sfrp1_O7,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Mxd1_M5<==>Stat1_M4,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Mxd1_M5<==>Tmem176b_O7,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mxd1_M5<==>Tspan13_B3,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,1
Mxd1_M5<==>Ttc39b_T0,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mxd1_M5<==>Unc93b1_M4,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Mxd1_M5<==>mt-Nd5_T6,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Mxi1_T5<==>P2ry10_M4,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mxi1_T5<==>P2ry10_M5,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Mxi1_T5<==>Paip2_T5,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Mxi1_T5<==>Pkib_M3,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Mxi1_T5<==>Ptprc_M3,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,1
Mxi1_T5<==>Pycard_B3,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mxi1_T5<==>Rab8b_T2,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,1
Mxi1_T5<==>Ramp3_T1,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,1
Mxi1_T5<==>Rheb_T5,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mxi1_T5<==>Rps15a_T1,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mxi1_T5<==>Rps6_T5,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,1
Mxi1_T5<==>Sdc4_B3,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Mxi1_T5<==>Sfpq_M1,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Mxi1_T5<==>Slc25a3_B1,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,1
Mxi1_T5<==>Slc38a1_M4,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,1
Mxi1_T5<==>Sod1_M3,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mxi1_T5<==>Sri_M1,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Mxi1_T5<==>Srsf7_T1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Mxi1_T5<==>Tmem50b_M4,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,1
Mxi1_T5<==>Trib1_M4,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Myc_B5<==>Ndfip1_T1,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,1
Myc_B5<==>Ppia_B2,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Myc_B5<==>Rab8b_M4,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,1
Myc_B5<==>Rac2_B5,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,1
Myc_B5<==>Rap2a_M4,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Myc_B5<==>Rpl11_B2,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Myc_B5<==>Rpl3_T5,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Myc_B5<==>S100a11_T1,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Myc_B5<==>Samsn1_T7,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Myc_B5<==>Sec62_T2,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Myc_B5<==>Slc38a2_B3,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,1
Myc_B5<==>Slfn2_M4,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,1
Myc_B5<==>Snrpd1_B5,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,1
Myc_B5<==>Snrpg_T2,False,,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,1
Myc_B5<==>Srrm2_M3,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,1
Myc_B5<==>Stk17b_B5,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,1
Myc_B5<==>Sumo2_B1,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,1
Myc_B5<==>Tiparp_B3,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,1
Myc_B5<==>Tiparp_M5,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,1
Myc_B5<==>Tpm3_B1,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,1
Myc_B5<==>Vasp_M0,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,1
Mycbp2_B1<==>P2ry10_M3,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,1
