gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Salmonella_infNonTLSwk3_median,median_Salmonella_infNonTLSwk6_median,FDR_BH
Sgk1,0.0006216006216006,0.0177903286236667,0.2697960790058185,0.3148405716295381,0.7913252183153979,2.688221780045487,0.6173829416260901,1.0524913586266305,0.7721257302743612
Rps12,0.0104118104118104,0.1048951048951048,0.5737373737373737,0.0186385548804985,0.0491625453361786,0.0804408666003489,3.3432358166703477,3.45621472053735,0.7721257302743612
Stx7,0.001087801087801,0.0498834498834498,0.4630064989997337,-0.4538973593958211,-0.2659282812041983,-0.1139151448799896,0.7330425822686535,0.6105498891112138,0.7721257302743612
Epb41l2,0.0046620046620046,0.0649572649572649,0.3837723387723373,0.0788702374288436,0.2371909308033668,0.4132071608328459,0.9773552805848528,1.1568615868422252,0.7721257302743612
Marcks,0.0147630147630147,0.1303807303807303,0.7209013209013208,-0.4222260896238491,-0.2557646983401817,-0.052032334749102,2.0051502507609875,1.6848403057733226,0.7721257302743612
Cd164,0.0829836829836829,0.5053613053613053,1.0,-0.0790491694521231,0.090306973181962,0.2892805124150691,0.9358530913997628,0.9931011976788048,0.7721257302743612
Snx3,0.0649572649572649,0.4735819735819735,1.0,-0.252065757229768,-0.1026840421802508,0.0303090348767838,1.1148173999366475,1.0379170666133812,0.7721257302743612
Prdm1,0.0164243642779131,0.2687359373937462,0.95799832386793,-0.0893759306445101,0.5767609818550602,2.27693743645419,0.418730674645465,0.62858274644563,0.7721257302743612
Lilr4b,0.0029526029526029,0.0649572649572649,0.5053613053613053,0.1361119128966761,0.358195547087678,0.6955962342868203,0.8745908807474387,1.122598461127575,0.7721257302743612
Lilrb4a,0.0147630147630147,0.1303807303807303,0.5737373737373737,0.0032910091508873,0.1692536290463317,0.359985820082833,1.2053346515397751,1.355752537897265,0.7721257302743612
Nus1,0.0036682922906106,0.0621104744239398,0.3979883583000917,0.2713104458032277,1.3077031966976178,29.395447361656068,0.2650652470218505,0.6724603880329756,0.7721257302743612
Man1a,0.0829836829836829,0.5737373737373737,1.0,-0.2514715878191472,0.0212751918560673,0.3068571064357648,0.8227661443160998,0.8361224945703623,0.7721257302743612
Serinc1,0.0829836829836829,0.5737373737373737,1.0,-0.2733514647476817,-0.0436377781361676,0.1705970514323911,0.8063107073761565,0.7826782197940754,0.7721257302743612
Smpdl3a,0.1956677425436415,0.7058654396235203,1.0,-1.0604346827722326,0.5989265618957251,28.995385295417485,0.3000095296099465,0.5011641448792792,0.7721257302743612
Ranbp2,0.1048951048951048,0.6453768453768453,1.0,-0.1807544485948088,0.0429510475447831,0.2631685554574579,0.714042876778517,0.7367832115701585,0.7721257302743612
Psap,0.0206682206682206,0.4418026418026417,1.0,-0.011646964416949,0.0200772726806051,0.0542996906393357,3.3943588850132285,3.4409997180509877,0.7721257302743612
Vsir,0.0583057252914102,0.2268047955085498,0.5632366271431426,-0.7076902096261088,-0.5013003852602568,-0.222864165377578,1.0040209140708365,0.7025940504385887,0.7721257302743612
Slc29a3,0.1411893573533081,0.6314395816467896,1.0,-1.0884442607824307,-0.0948525149200093,1.2148760535325336,0.528822216252786,0.4950123246087212,0.7721257302743612
Sgpl1,0.0498834498834498,0.5737373737373737,1.0,-0.1373421301053279,0.074840841534271,0.2821192478777242,0.8329052672375288,0.8832856277918268,0.7721257302743612
Sar1a,0.0518440904444786,0.5623719669710694,1.0,-0.4501249243413729,-0.1469921670037303,0.718902828129279,0.5632100198828327,0.5112556927266247,0.7721257302743612
Vps26a,0.1219191312607537,0.5967990595834041,1.0,-28.88779726222636,-0.6411461867028101,1.4008419005991593,0.4494434885309767,0.2616174285975478,0.7721257302743612
Srgn,0.0147630147630147,0.1605283605283605,0.7209013209013208,0.0179531531393707,0.1061158174784553,0.1755860466800858,2.5878133215417174,2.79073044202351,0.7721257302743612
Ddx21,0.0496329132677271,0.2575318164737318,0.7913911161280311,0.1172554854489739,1.7918480712461502,29.13776575301296,0.1584657006480335,0.543535774866549,0.7721257302743612
Ccar1,0.1776874391005868,0.7791362111653477,1.0,-1.3472513004941615,0.4311462157462103,2.118423760350031,0.2532797970363947,0.4361223614512405,0.8028438038229958
Reep3,0.003772187582871,0.042192962545883,0.4420163593471973,-28.776111522678804,-0.8038336226934151,-0.2037107166549609,0.6331714773528663,0.3629825329212585,0.7721257302743612
Jmjd1c,0.0103263403263403,0.2344988344988344,0.959129759129759,-0.0325118766237335,0.2203885742663976,0.4526846713625292,0.9323300075395344,1.0866250819801926,0.7721257302743612
