gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Control_median,median_IL10_KOnonTLS_median,FDR_BH
H2-Oa,0.2260577915376677,0.7108438517107247,1.0,-0.0802529154919794,0.0831314336997234,0.3001708245049104,1.03962404815108,1.106766326269995,0.7391665364273239
Brd2,0.0011907597046915,0.0556481701992537,0.535841867111217,-0.5644024346148703,-0.3329711953594336,-0.1389966022125409,0.9014086719613544,0.7158427698336489,0.3178871868463806
H2-DMa,3.969199015638645e-05,0.0001587679606255,0.0017921748114836,-0.3195194247669578,-0.2486553601244735,-0.1881827459880424,2.10594151907008,1.77658924163595,0.041090030254116186
H2-DMb2,0.0283400809716599,0.2268397237437485,0.535841867111217,-0.29680984938789,-0.184483128505134,-0.0352486918449198,1.51546932075529,1.3266881156478223,0.6074922983962359
H2-DMb1,7.938398031277289e-05,0.0129792807811383,0.195562435500516,-0.4463375291000998,-0.2967190654144338,-0.1579360351529981,1.43168062879987,1.1694014947827749,0.146401887455043
Psmb9,7.938398031277289e-05,0.0006162107617026,0.0015326027266018,0.782284966011682,1.077840881036927,30.180805611068436,0.5588390488113435,1.1979010829606924,0.047798606622133345
Psmb8,0.0017861395570373,0.009764229578471,0.0449313328570294,0.160253654407891,0.3186840000395902,0.4044567171849055,1.51685645409857,1.87862058724669,0.13227424243758742
H2-Ob,0.0991827953722143,0.6503532587123918,1.0,-0.1591619687193001,0.030619927407186,0.3363789010747411,0.649235408448556,0.6686415169995605,0.7171666837996632
H2-Ab1,0.0011907597046915,0.0170675557672461,0.1198301182821306,-0.0775537799708802,-0.0513789813936143,-0.0336776139251994,4.7407029478498,4.571610284608015,0.16111288458301107
H2-Aa,0.0026196713503215,0.0221084385171072,0.0831150273874732,-0.0634761552397248,-0.0449786465042144,-0.0296579385822261,4.60486645223009,4.465388855835522,0.1886303311940364
H2-Eb1,0.009764229578471,0.1002619671350321,0.4319679288719536,-0.0569051207407467,-0.0280839291183878,-0.0074953548627108,4.52323610500483,4.438150609060307,0.4131538026524078
Clic1,0.1198301182821306,0.3402397396205445,0.7732396602365642,-0.237889416272072,-0.1538642704590817,-0.032558938675531,1.59201481434484,1.4221955965563349,0.7098104912773427
Aif1,0.0002778439310947,0.0071842502183059,0.0831150273874732,0.2851623081533844,0.5038122516603947,0.6624949093136483,0.887942959116276,1.249851725806925,0.120346666898668
Ddx39b,0.0982915724496309,0.633582560502326,1.0,-1.3657359780028804,0.6932758852763148,28.952880326036684,0.2625722495445985,0.4714241548693176,0.7171666837996632
H2-D1,0.0129792807811383,0.195562435500516,0.9018020163531,0.0103085693916258,0.0518632656498387,0.1006267384230937,2.69603374263745,2.79664976450742,0.569570244313319
H2-Q7,3.969199015638645e-05,0.0011907597046915,0.0358418671112169,0.4917390019546155,0.7477702485951427,1.1628008517862412,0.914285433624995,1.5263236676933174,0.05465176437739264
Ier3,0.1177655400828241,0.535841867111217,1.0,-0.3977305166545395,-0.1415329974570041,0.2553215498982272,1.095829494749645,0.9795452855964576,0.7171666837996632
Ppp1r10,0.0393752873464382,0.468595074670454,1.0,-1.489412073102287,-0.1327353417289601,27.93247043342963,0.5550120815223645,0.5175304550430916,0.7171666837996632
H2-T23,0.0830376319278985,0.384456616654759,0.9334575702109644,-0.017380829349485,0.1541466306615627,0.3441002863404273,0.813788018212887,0.9164853350502944,0.7171666837996632
Ppp1r11,0.1265139907149223,0.6390933766786356,1.0,-0.3437843213674761,-0.0266843169846839,1.2474487339302005,0.5743388279158907,0.573314252634226,0.7171666837996632
Gm42418,0.2268397237437485,0.6503532587123918,1.0,-0.0762936070344763,-0.0116591300870567,0.0721459402680854,3.3225012361104103,3.3025897992175524,0.7171666837996632
AY036118,0.1198301182821306,0.5918075732317218,1.0,-0.1607765513481468,-0.0614049522457546,0.0515463969816519,1.86886767329157,1.792781858207525,0.7171666837996632
Nfkbie,0.1002619671350321,0.6503532587123918,1.0,-0.2529741431972425,-0.0319604406113224,0.1305895152945495,0.845018657121341,0.811133367774556,0.7171666837996632
