"Ligand","Receptor","From","To","LR_score","TF","TF_activity","Combined_score"
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Gata3",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Abl1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Egr1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Elk1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Esr1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Esr2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Med1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Sp1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Ncoa3",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Traf6",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Ets1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Foxo1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Tcf7",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Tcf7l2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Lef1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Tcf7l1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Smad2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Ep300",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Foxo4",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Foxo6",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Ppard",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Fosl1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Junb",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Pou1f1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Irf7",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Pml",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Eif2ak2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp354a",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp661",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp7",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp128",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp12",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp182",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp612",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp94",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp78",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfy1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp180",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp189",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp65",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp13",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp212",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp282",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp871",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp324",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp777",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp354c",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp334",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp248",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp398",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp14",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp317",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Rbak",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp647",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp667",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp558",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp768",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp990",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp46",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp382",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp566",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp160",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"E430018J23Rik",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp961",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp354b",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp641",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp786",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp92",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp28",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp90",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp597",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp39",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp746",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp87",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp791",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp383",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp169",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp763",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp872",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp9",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zik1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp607b",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp82",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp454",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp69",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp879",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp57",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp874b",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp457",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp316",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Zfp605",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Ciita",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Relb",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Pparg",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Ehmt2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Ddit3",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Elk4",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Max",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Mef2c",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Irf4",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Rora",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Rorc",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Parp1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Atm",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Daxx",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Smad3",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Smad5",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Gtf2i",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Srebf1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Mlx",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Nr1h2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Gtf2ird1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Nr1h3",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Ppargc1a",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Mlxip",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Mlxipl",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Irf1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Mitf",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Esrrb",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Tcf3",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Nr5a1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Pbx1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Elf5",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Runx2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Mef2a",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Mef2d",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Nr4a2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Gli2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Id1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Id2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Id3",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Id4",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"E2f1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"E2f2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"E2f3",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"E2f4",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"E2f5",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Foxm1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Mybl2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Rb1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Rbl1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Foxp3",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Jund",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Nfatc3",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Nfatc2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Nfatc4",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Sirt1",0,0
