gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Control_median,median_Salmonella_infTLSwk6_median,FDR_BH
Rpl12,0.0003108003108003,0.0021756021756021,0.0139860139860139,0.0873895972170829,0.1349006483049397,0.1783802644766118,3.692295447508255,4.060828371624558,0.038526288526287186
Hspa5,0.1205905205905206,0.3356643356643357,0.6125874125874127,-0.330599012977422,-0.2331571901780124,-0.1317759465540815,2.17644745474641,1.862077641686635,0.6229578281980029
Traf1,0.1793008982115698,0.6827510662271137,1.0,-1.529692080862116,0.2140787892866961,30.11615276509321,0.864402761245295,1.083671072646895,0.7932509545412773
Rpl35,0.2230335723479158,0.6125874125874127,1.0,-0.0637413716584221,0.0163730720199306,0.0909259498076279,2.57781820946429,2.60079470699386,0.7932509545412773
Cytip,0.0006216006216006,0.0205128205128205,0.1205905205905206,-0.5374529282518211,-0.4569773835594254,-0.2794427573338301,2.21850155864992,1.61643143369636,0.15030946065428813
Ssb,0.2238679800655153,0.7603899357833063,1.0,-1.0711745463992846,0.1810425397422631,30.17142037740998,0.906210599086756,1.1672386077331924,0.8073606610191977
Atp5g3,0.2094800974456144,0.7603899357833063,1.0,-1.1374781334663435,1.1161798765706368,30.115323643870507,0.523383778236815,1.060993634990148,0.8073606610191977
Hnrnpa3,0.1476485888064738,0.3968919968919969,0.9550893550893552,-0.0280656205648559,0.1156385953907491,0.260424892106127,1.45666876632877,1.592421600625285,0.6693615026948361
Srp14,0.2159249389401403,0.6843747548063993,1.0,-0.4341229760965501,0.5207383966978073,30.167313639564853,0.805439734782585,1.1785661939092251,0.7932509545412773
Serf2,0.2318570318570318,0.6943278943278944,1.0,-0.0836630327929841,-0.0086134275053305,0.1285352449362431,2.2383217373567,2.2308697535966298,0.7932509545412773
B2m,0.2318570318570318,0.6943278943278944,1.0,-0.0454185175791892,-0.0086176361475312,0.061337430641612,3.39269324375799,3.36591498823668,0.7932509545412773
Eif2s2,0.1321178224188759,0.5992448359443866,1.0,-0.4376048074656312,-0.174183616757812,0.8338939264606033,1.34633979900985,1.1978352976116424,0.7932509545412773
Rbm39,0.0938616938616938,0.5358197358197359,1.0,-0.1626000051219934,-0.0572782546651594,0.0631889001545379,2.32724172953015,2.23584686403024,0.7772129273835758
Top1,0.1892773892773893,0.5624846616632901,1.0,-0.0650138732530461,0.2373882594347379,0.4183507227428625,1.2940240606845217,1.528699087767365,0.7932509545412773
Stk4,0.0119782201989083,0.1168971876059197,0.2724697705365243,0.1739870569680277,0.5094499014503369,30.578693697468896,1.1471093717718102,1.61605291541482,0.37684537684537683
Gnas,0.0275700383679921,0.1205905205905206,0.4634032634032634,-0.3377172682335858,-0.2021714473462423,-0.0902298479661971,1.71361678606073,1.48954640531142,0.37684537684537683
Atp5e,0.3356643356643357,0.6943278943278944,1.0,-0.2417723184188337,-0.1290192618614881,0.0437182449123486,2.08117158908541,1.8846784934001677,0.7932509545412773
Rps21,0.1205905205905206,0.4634032634032634,0.9550893550893552,-0.010462675323403,0.0410596872071618,0.0714884135118567,3.73604901830682,3.858725714508525,0.724067599067599
Rpl22l1,0.0003108003108003,0.0021756021756021,0.054079254079254,0.1494013220647921,0.2200286962799577,0.371504848534782,2.34325298141563,2.72038452652951,0.038526288526287186
Sec62,0.116765052123229,0.5168677495508638,1.0,-0.9527613039253604,-0.0734463240763672,0.7862465768840559,1.24920297897551,1.1918201800298052,0.7772129273835758
Mbnl1,0.0037296037296037,0.04009324009324,0.1892773892773893,0.0928101574534159,0.2334714381080865,0.3301518819591855,2.066121413003385,2.416143982361445,0.22925988133529662
Pdcd10,0.0732404625356492,0.5830440246512354,1.0,-30.024833773662056,-0.7473936510551311,28.901554370028027,0.549906865271355,0.320982610964586,0.7932509545412773
Rps3a1,0.4634032634032634,0.778865578865579,1.0,0.0271541738051388,0.0721237200139531,0.1227194762293817,3.2186074348854,3.429078151167595,0.8073606610191977
Tpm3,0.0400177377687772,0.4478307404396433,1.0,-0.4547304344421475,-0.2765309563600656,0.409043331176614,1.57864340378529,1.2941511919015225,0.724067599067599
Rps27,0.0006216006216006,0.0037296037296037,0.0205128205128205,0.0793959222116586,0.0981829992974889,0.1225294094603583,4.08755070280069,4.362922527718885,0.05870672537339158
S100a11,0.0205128205128205,0.0289044289044289,0.0938616938616938,-0.6676912991360721,-0.4693051133588642,-0.2424589234222065,2.26960053364799,1.6408244880636924,0.18334898931913854
S100a10,0.0003108003108003,0.0014034822813198,0.0014457807008947,-31.40407857858784,-1.7599188151847307,-1.109013688636599,2.759345878024395,0.8146520428337469,0.03727999809755719
Mcl1,0.3968919968919969,0.8665112665112666,1.0,-0.1849869683373896,-0.0471668382327703,0.0723678402290298,1.47459645912824,1.44592453648049,0.8665112665112666
Cd2,0.0205128205128205,0.0289044289044289,0.0721056721056721,0.2581088174058453,0.499184106982336,0.946105576786274,1.32954458757593,1.87173720718631,0.18334898931913854
Ptpn22,0.0930450589520381,0.451509187944989,0.9550893550893552,-0.0483828352546408,0.0757029087644074,0.2638685122640513,1.640901441334095,1.724386751343855,0.724067599067599
Rap1a,0.0205128205128205,0.0553192420704978,0.280963480963481,0.2307688652793273,0.5663673937807003,30.54037789529661,1.02473330981504,1.55604790869696,0.24490289458293296
Atp5f1,0.1407135248526926,0.7199178531944465,1.0,-28.75087082468749,0.2207527627120142,30.11962675034865,0.587267274752005,1.08051183260852,0.8073606610191977
Cd53,0.1892773892773893,0.280963480963481,0.6943278943278944,0.0689218394886705,0.1753447324240796,0.2900008614359969,1.60656411784832,1.821332253500245,0.5740840356224972
Rpl34,0.054079254079254,0.3356643356643357,0.9550893550893552,-0.0024276676556545,0.0298158253863658,0.0518276354130536,3.72511953912908,3.80554420903817,0.6229578281980029
Ube2d3,0.04009324009324,0.223276406742471,0.6943278943278944,0.0756194053287725,0.1824194558576923,0.2958357391604188,1.62040753364451,1.845660194801245,0.5297808523614974
H2afz,0.0289044289044289,0.1892773892773893,0.6943278943278944,-0.1942415490564141,-0.0978222649235248,-0.0114926329708436,2.796710652186105,2.6229833720075897,0.4759934345733163
Sh3glb1,0.0195174811821777,0.1465605182649672,0.7282210233302229,-2.2253412379277004,-0.5012512301106351,-0.1504568296409109,1.35901454575527,0.9695170749844012,0.42494785915838545
Gng5,0.151981351981352,0.6943278943278944,1.0,-0.1094073126456368,-0.0129809005693826,0.0797620366453167,1.88796406644161,1.8649453865304149,0.7932509545412773
Rps20,0.0012432012432012,0.0093240093240093,0.0938616938616938,0.0433108768309447,0.0805588980813866,0.1194051404728499,3.79798024054318,4.0171196284342905,0.11655011655011624
Rab2a,0.0995927108704562,0.5022642955663339,1.0,-30.182053459879945,0.0,29.763913982120904,0.4517254079075985,0.378648164026596,0.7678500921427766
Pnrc1,0.0006216006216006,0.054079254079254,0.3356643356643357,-0.3195923391983187,-0.2026805060535159,-0.0719689912098855,2.2122988870065,1.915434396312075,0.24193350509139946
Dnaja1,0.0037296037296037,0.2318570318570318,0.9550893550893552,-0.3957144096846088,-0.2220871328780564,-0.0236666204225321,1.929998499076245,1.6086499331565676,0.5297808523614974
Sec61b,0.2093106546070984,0.7199178531944465,1.0,-0.3245933334879067,0.0495723518586863,30.22449715907692,1.220876340445765,1.2792742252689826,0.8073606610191977
Txn1,0.0370731471147282,0.2467376368078808,0.7282210233302229,-0.4716361613275093,-0.3134020927569239,0.0128813163554907,1.59651374627507,1.27600061137115,0.5548333102822717
Ptbp3,0.1020809611324846,0.5547011320613271,1.0,-0.2671708477359543,0.799313956619935,30.179004967390647,0.67096947517441,1.18119783133046,0.7932509545412773
Tnfsf8,0.0235255986784301,0.1816653005134988,0.6843747548063993,0.2118308419940419,0.4003108754836001,0.6925416004834823,1.65068087096815,2.208707250297025,0.4759934345733163
Rps6,0.0289044289044289,0.151981351981352,0.6943278943278944,0.0161317469003977,0.067411614773994,0.1239376934572291,3.00428455536931,3.141320327521776,0.42494785915838545
Jak1,0.0721056721056721,0.6125874125874127,1.0,-0.1977699274281081,-0.0682610014489636,0.0723556813354536,1.60275158648103,1.513785661128595,0.7932509545412773
